,individual_wikidata_id,individual_name,birthyear,meta_occupation,region_name
31976,Q5565842,Andreas Barfoth,1738.0,anatomist,Northwestern Europe | Western Europe | Nordic countries | Sweden
31977,Q556591,George Clifford III,1685.0,botanist,Northwestern Europe | Western Europe | Low countries | Netherlands
31978,Q556654,Theodorus Moretus,1602.0,astronomer | astronomer | mathematician | mathematician,Eastern Europe | Central Europe
31979,Q5566575,Albert Bartholin,1620.0,theologian,Northwestern Europe | Western Europe | Denmark | Nordic countries
31980,Q5566991,Christian Bastholm,1740.0,theologian,Northwestern Europe | Western Europe | Denmark | Nordic countries
31981,Q5567104,Ralph Bathurst,1620.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
31982,Q55671721,Charles-Georges Chesnon,1791.0,anatomist,Northwestern Europe | Western Europe | France | Northern France
31983,Q55671885,Julien Bach,1795.0,archeologist | archeologist | anatomist | anatomist,Northwestern Europe | Western Europe | France | Northern France
31984,Q55671898,Joseph André Guiot,1739.0,historian,Northwestern Europe | Western Europe | France | Northern France
31985,Q55671906,Pierre-Hippolyte Boutigny,1798.0,chemist,Northwestern Europe | Western Europe | France | Northern France
31986,Q55671914,Jean-Pierre Servois,1764.0,geographer | geographer | historian | historian,Northwestern Europe | Western Europe | France | Northern France
31987,Q55671945,Jules Henri Geslin de Bourgogne,1812.0,historian,Northwestern Europe | Western Europe | France | Northern France
31988,Q55671973,Octave Desmé de Chavigny,1838.0,historian,Northwestern Europe | Western Europe | France | Northern France
31989,Q55672157,Armand Désiré de La Fontenelle de Vaudoré,1784.0,historian,Northwestern Europe | Western Europe | France | Northern France
31990,Q55672203,Gustave de Cougny,1815.0,archeologist,Northwestern Europe | Western Europe | France | Northern France
31991,Q55672224,François-Marie-Guillaume Habasque,1788.0,historian,Northwestern Europe | Western Europe | France | Northern France
31992,Q55672275,Justin Brun-Durand,1836.0,historian,Northwestern Europe | Western Europe | Southern France | France
31993,Q55672284,François-Philippe Mésenguy,1677.0,theologian,Northwestern Europe | Western Europe | France | Northern France
31994,Q55672303,Édouard Forestié,1847.0,archeologist,Northwestern Europe | Western Europe | Southern France | France
31995,Q55672409,Gustave Souquet,1805.0,historian,Northwestern Europe | Western Europe | France | Northern France
31996,Q55672421,Alexandre Hermand,1801.0,archeologist,Northwestern Europe | Western Europe | France | Northern France
31997,Q55672432,Étienne-Louis Borrel,1822.0,archeologist,Northwestern Europe | Western Europe | France | Northern France
31998,Q55672511,Léon Dessalles,1803.0,historian,Northwestern Europe | Western Europe | Southern France | France
31999,Q55672529,Ambroise Ledru,1849.0,historian,Northwestern Europe | Western Europe | France | Northern France
32000,Q55672575,Pierre-André Boudard,1797.0,linguist | linguist | linguist | historian | historian | historian | mathematician | mathematician | mathematician,Northwestern Europe | Western Europe | Southern France | France
32001,Q55672636,Auguste Pelet,1785.0,archeologist,Northwestern Europe | Western Europe | Southern France | France
32002,Q55672658,François-Nicolas-Eugène Droz,1735.0,historian,Northwestern Europe | Western Europe | France | Northern France
32003,Q55672663,Jules Desilve,1836.0,historian,Northwestern Europe | Western Europe | France | Northern France
32004,Q55672664,Ignace de Coussemaker,1842.0,historian,Northwestern Europe | Western Europe | France | Northern France
32005,Q55672689,Jacques Félibien,1637.0,theologian,Northwestern Europe | Western Europe | France | Northern France
32006,Q55672818,Étienne-Jean-Baptiste Cartier,1780.0,historian,Northwestern Europe | Western Europe | France | Northern France
32007,Q55672824,Léopold Delayant,1806.0,historian,Northwestern Europe | Western Europe | France | Northern France
32008,Q55672881,Jean Bonfa,1638.0,mathematician,Northwestern Europe | Western Europe | Southern France | France
32009,Q55672923,Émilien Maillard,1818.0,historian,Northwestern Europe | Western Europe | France | Northern France
32010,Q55673400,Jakob Bril,1639.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
32011,Q55673422,Johann Conrad Dieterich,1612.0,historian,Northwestern Europe | Western Europe | German world | Germany
32012,Q55673439,Joseph Fitterer,1695.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32013,Q55673442,Michael Köberlein,1768.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32014,Q55673445,Massaeus Kresslinger,1676.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32015,Q55673449,Hans Heinrich Ott,1617.0,theologian,Northwestern Europe | Western Europe | German world | Switzerland
32016,Q55673454,Christoph Hoechtl,1686.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32017,Q55673459,Johann Michael Romig,1807.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32018,Q55673466,Johann Kaspar von Wiltmaister,1706.0,historian,Northwestern Europe | Western Europe | German world | Germany
32019,Q55673470,Joseph Max von Wibmer,1741.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32020,Q55673477,Hans Michael Renovanz,1744.0,geologist | geologist,Eastern Europe | Slav world
32021,Q55673478,Johann Chrysostomus Mitterrutzner,1818.0,theologian,Western Europe | Northern Italy | Italy | Southwestern Europe
32022,Q55673483,Georg Leberecht von Wilke,1666.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32023,Q556735,François Robichon de La Guérinière,1688.0,historian,Northwestern Europe | Western Europe | France | Northern France
32024,Q55673512,Anton Linsenmayer,1850.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32025,Q55673547,Hieronymus Christoph Wilhelm Eschenbach,1764.0,mathematician,Northern India | Indian world
32026,Q55673555,Karl Christian Hartmann Weigle,1787.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32027,Q55673561,Günther Gottlieb Ernesti,1759.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32028,Q55673562,Georg Gottlieb Haubold,1714.0,anatomist,Northwestern Europe | Western Europe | German world | Germany
32029,Q55673567,Friedrich Rehlinger,1652.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32030,Q55673569,Caspar Fiedler,1649.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32031,Q55673571,Friedrich Christian Heider,1677.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32032,Q55673606,Johann Heinrich Mantzel,1723.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32033,Q55673619,Georg David Reuß,1757.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32034,Q55673631,Franz Seraph Anton Bittner,1812.0,theologian,Eastern Europe | Central Europe
32035,Q55673666,Alfred Godet,1846.0,historian,Northwestern Europe | Western Europe | German world | Switzerland
32036,Q55673672,Nicolaus Haas,1665.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32037,Q55673688,Leonhard Nußbaum,1810.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32038,Q55673725,Reiner Copper,1643.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32039,Q55673729,Henri Ladame,1807.0,physicist,Northwestern Europe | Western Europe | German world | Switzerland
32040,Q55673733,Friedrich Theodor Eusebius Simon,1704.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32041,Q55673746,Ludwig Friedrich Rothmahler,1679.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32042,Q55673771,Laurentius Hartmann Schenck,1670.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32043,Q55673794,Cornelius Dietrich Koch,1676.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32044,Q55673799,Johann Aegidius Eichhorn,1724.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32045,Q5567389,Julius Baumann,1837.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32046,Q55673985,Volckmar Wilhelm Stenger,1656.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32047,Q55673989,Johann Nepomuk Friese,1792.0,anatomist,Northwestern Europe | Western Europe | German world | Austria
32048,Q55673996,Johann Adolph Frohne,1652.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32049,Q55674036,Lénárt Böhm,1833.0,historian,Eastern Europe | Balkans | Ottoman world
32050,Q55674040,Johann Arnold Amsinck,1750.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32051,Q55674045,Gebhard August Schmelzer,1723.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32052,Q55674051,Bernhard Christian Kosegarten,1722.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32053,Q55674066,Christian Wilhelm Bardey,1776.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32054,Q55674069,Simon Illingius,1577.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32055,Q55674070,Paschen Friedrich Delbrügk,1715.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32056,Q55674099,Peter Siegmund Pape,1666.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32057,Q55674108,Johann David Baier,1681.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32058,Q55674113,Johann Heinrich Christian Bang,1774.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32059,Q55674134,Johannes Penzler,1850.0,historian,Northwestern Europe | Western Europe | German world | Germany
32060,Q55674165,Moritz Johann Heinrich Beckhaus,1768.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32061,Q55674182,Gottlob Kemmler,1823.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32062,Q55674192,Hans Carl Dippoldt,1783.0,historian,Eastern Europe | Central Europe
32063,Q55674217,Johann Christoph Bielefeld,1664.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32064,Q55674249,Joseph Constantin Bisinger,1771.0,geographer,Northwestern Europe | Western Europe | German world | Austria
32065,Q55674261,Placid Plattner,1834.0,historian,Northwestern Europe | Western Europe | German world | Switzerland
32066,Q55674274,Justus Christoph Böhmer,1670.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32067,Q55674276,Friedrich Börsch,1783.0,historian,Northwestern Europe | Western Europe | German world | Germany
32068,Q55674336,Joseph Preiß,1657.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32069,Q55674365,Max Radlkofer,1836.0,historian,Northwestern Europe | Western Europe | German world | Germany
32070,Q55674398,Friedrich Wilhelm Kraft,1712.0,theologian,Eastern Europe | Central Europe
32071,Q55674432,Karl Georg Krafft,1818.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32072,Q55674451,Wilhelm Braubach,1792.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32073,Q55674456,Charles Frédéric Albert Reinhard,1802.0,historian,Northwestern Europe | Western Europe | France | Northern France
32074,Q55674470,Johann von Hamm,1682.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32075,Q55674492,Raphael Hanno,1791.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32076,Q55674500,Heinrich Hanstein,1825.0,botanist,Northwestern Europe | Western Europe | German world | Germany
32077,Q55674536,Heinrich Moriz Richter,1841.0,historian,Northwestern Europe | Western Europe | German world | Austria
32078,Q55674621,Joseph Kuhl,1830.0,anthropologist,Northwestern Europe | Western Europe | German world | Germany
32079,Q55674631,Johann Baptist Roppelt,1744.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32080,Q55674641,Ernst Floerke,1767.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32081,Q55674691,Maurus Magold,1761.0,anatomist,Northwestern Europe | Western Europe | German world | Germany
32082,Q55674693,Ernst August Philipp Mahn,1787.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32083,Q55674717,Ludwig Wilhelm Cramer,1755.0,geologist,Northwestern Europe | Western Europe | German world | Germany
32084,Q5567473,Franz Adolf Gregor von Baur,1830.0,botanist,Northwestern Europe | Western Europe | German world | Germany
32085,Q55674732,Philipp Peter Crößmann,1793.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32086,Q55674757,Johann Gustav Cuno,1820.0,historian | historian | historian | anthropologist | anthropologist | anthropologist,Eastern Europe | Central Europe
32087,Q55674763,Carl von Saint George,1791.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32088,Q55674783,Benjamin Heyden,1635.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32089,Q55674860,Joseph M. Schönfelder,1838.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32090,Q55674882,Johann Wolfgang Hilpert,1796.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32091,Q55674886,Ludwig Scholler,1838.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32092,Q55674982,Peter Adolph Linde,1795.0,historian,Northwestern Europe | Western Europe | German world | Germany
32093,Q55675058,Gustav Jenzsch,1830.0,geologist,Northwestern Europe | Western Europe | German world | Germany
32094,Q55675077,Albert Momber,1837.0,anatomist,Eastern Europe | Central Europe
32095,Q55675079,Gustav Schueler,1807.0,geologist,Northwestern Europe | Western Europe | German world | Germany
32096,Q55675110,Carl Christoph Heinrich Burmeister,1809.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32097,Q55675115,August Weckerling,1846.0,archeologist,Northwestern Europe | Western Europe | German world | Germany
32098,Q55675121,Johann Andreas Buttstedt,1701.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32099,Q55675183,Julius Stiefel,1847.0,philosopher,Northwestern Europe | Western Europe | German world | Switzerland
32100,Q55675191,Guillaume-Antoine Deluc,1729.0,geologist,Northwestern Europe | Western Europe | France | Northern France
32101,Q55675193,Ludwig Uetterodt zum Scharffenberg,1824.0,historian,Northwestern Europe | Western Europe | German world | Germany
32102,Q55675199,Johann Philipp Weinmeister,1848.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32103,Q55675210,Albin zu Teuffenbach,1834.0,historian,Northwestern Europe | Western Europe | German world | Austria
32104,Q55675230,Johannes Evangelista Thanner,1618.0,theologian,Eastern Europe | Central Europe
32105,Q55675251,Wilhelm Usener,1777.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32106,Q55675252,Paul Robert Schuster,1841.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32107,Q55675278,Christoph Tobias Wiedeburg,1647.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32108,Q55675279,Theodor Wiedemann,1823.0,historian,Northwestern Europe | Western Europe | German world | Austria
32109,Q55675299,Simon Gabriel Suckow,1721.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32110,Q55675307,Johann Christian Daniel Wildt,1770.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32111,Q55675311,Christian Friedrich Wilisch,1684.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32112,Q55675313,Adalbert Svoboda,1828.0,historian,Northwestern Europe | Western Europe | German world | Germany
32113,Q55675330,Karl Wilhelm Winkler,1842.0,astronomer,Northwestern Europe | Western Europe | German world | Germany
32114,Q55675380,Constantin Schmalfuß,1806.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32115,Q55675409,Richard Heger,1846.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32116,Q55675424,Viktor Fossel,1846.0,historian,Northwestern Europe | Western Europe | German world | Germany
32117,Q55675426,Joseph Kolberg,1832.0,mathematician,Northwestern Europe | Western Europe | German world | Austria
32118,Q55675442,Jakob Wilhelm Grimm,1752.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32119,Q55675446,John Antony Groshans,1818.0,chemist,Northwestern Europe | Western Europe | Low countries | Netherlands
32120,Q55675448,Ferdinand Wibel,1840.0,chemist,Northwestern Europe | Western Europe | German world | Germany
32121,Q55675454,Joseph Biederlack,1845.0,sociologist,Northwestern Europe | Western Europe | German world | Austria
32122,Q55675468,Theodor Oppler,1835.0,chemist,Northwestern Europe | Western Europe | German world | Germany
32123,Q55675480,Ludwig Wilhelm Thomé,1841.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32124,Q55675482,Jacques Joseph Claude Thulis,1748.0,astronomer,Northwestern Europe | Western Europe | Southern France | France
32125,Q55675487,Johann Friedrich Georg Dellmann,1805.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32126,Q55675490,Helmut Bruchmann,1847.0,botanist,Northwestern Europe | Western Europe | German world | Germany
32127,Q55675511,Adolf Clemm,1845.0,chemist,Northwestern Europe | Western Europe | German world | Germany
32128,Q55675512,Johann Pernet,1845.0,physicist,Northwestern Europe | Western Europe | German world | Switzerland
32129,Q55675533,Karl Eduard Schelle,1816.0,musicologist,Northwestern Europe | Western Europe | German world | Austria
32130,Q55675544,Philipp von Holger,1799.0,chemist,Northwestern Europe | Western Europe | German world | Austria
32131,Q55675560,Friedrich Battier,1658.0,theologian,Northwestern Europe | Western Europe | German world | Switzerland
32132,Q55675572,Matthäus Heinrich Eggerdes,1678.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32133,Q55675657,Bonifaz Anton Oberthür,1749.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32134,Q55675668,Anton Behsel,1781.0,geographer,Northwestern Europe | Western Europe | German world | Austria
32135,Q55675817,Johann Homborg,1600.0,physicist,Northwestern Europe | Western Europe | German world | Germany
32136,Q55675823,Johann Melchior Goetze,1658.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32137,Q55675848,Friedrich Otto von Leber,1803.0,historian,Northwestern Europe | Western Europe | German world | Austria
32138,Q55675894,Leonhard Johann Karl Justi,1753.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32139,Q55675923,Gottlob Christian Reuß,1808.0,anatomist,Northwestern Europe | Western Europe | German world | Germany
32140,Q55675931,Peter Ernst Twebom,1625.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32141,Q55675933,Friedrich Ludwig Christian Masch,1765.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32142,Q55675940,Achim Mayer,1825.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32143,Q55675946,Martin Leissring,1655.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32144,Q55675985,Heinrich Töpffer,1652.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32145,Q55675986,Stephan Elßner,1626.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32146,Q55675999,Heinrich Wolfgang Fratzscher,1694.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32147,Q55676017,Johann Rudolf Ulrich,1728.0,theologian,Northwestern Europe | Western Europe | German world | Switzerland
32148,Q55676044,Paul Petrejus,1562.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32149,Q55676056,Johann Jakob Krebs,1664.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32150,Q55676087,Johann Ferdinand Gaum,1738.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32151,Q55676090,Caspar Cörber,1658.0,historian,Northwestern Europe | Western Europe | German world | Germany
32152,Q55676108,Gottlieb Schelwig,1683.0,philosopher,Eastern Europe | Central Europe
32153,Q55676111,Carl Otto Olthoff,1656.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32154,Q55676147,Philipp Heinrich Weber,1619.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32155,Q55676151,Julius Schunck,1822.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32156,Q55676163,Venceslav Merklas,1809.0,geographer,Eastern Europe | Central Europe
32157,Q55676199,Johann Evangelist Weitenauer,1640.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32158,Q55676203,Johann Melchior Starckloff,1627.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32159,Q55676219,Alexander Wilhelm Drechsl,1830.0,theologian,Eastern Europe | Central Europe
32160,Q55676222,Johann Jakob Brechter,1734.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32161,Q55676223,Andreas Töpffer,1668.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32162,Q55676232,Johann Georg Roeser,1659.0,theologian,Eastern Europe | Central Europe
32163,Q55676237,Johann Ludwig Hocker,1670.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32164,Q55676246,Heinrich Weidensee,1644.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32165,Q55676248,Andreas Unglenk,1632.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32166,Q55676267,Antoine Diannyère,1762.0,economist | economist | political scientist | political scientist,Northwestern Europe | Western Europe | France | Northern France
32167,Q55676273,Jacob Daniel Humbert,1643.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32168,Q55676276,Christian Heinrich Fries,1643.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32169,Q55676356,Albrecht Bartsch,1802.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32170,Q55676470,František Příhonský,1788.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32171,Q55676497,Jakobus Kritzraedt,1602.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32172,Q55676581,Heinrich Putz,1846.0,chemist,Northwestern Europe | Western Europe | German world | Austria
32173,Q55676612,Franz Joseph Knab,1846.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32174,Q55676627,Maurille Antoine Moithey,1732.0,geographer | geographer | mathematician | mathematician,Northwestern Europe | Western Europe | France | Northern France
32175,Q5567664,Thomas Spencer Baynes,1823.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
32176,Q55676671,Friedrich Gottlieb Kettner,1672.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32177,Q55676677,Ludwig Danneel,1826.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32178,Q55676687,Franz Anton Sinnacher,1772.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
32179,Q55676718,"Julius Ernst, der Jüngere Hahn",1677.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32180,Q55676726,Wolfgang Frölich,1748.0,theologian,Eastern Europe | Central Europe
32181,Q55676733,Daniel Springinsguth,1632.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32182,Q55676775,B. T. Dahl,1836.0,linguist,Northwestern Europe | Western Europe | Denmark | Nordic countries
32183,Q55676788,Beda Schroll,1823.0,historian,Northwestern Europe | Western Europe | German world | Austria
32184,Q55676864,Matthias Burchard,1619.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32185,Q55676875,Jakob Josef Pauliny,1827.0,geographer,Northwestern Europe | Western Europe | German world | Austria
32186,Q55676949,Johann Valentin Blaufuss,1769.0,geographer,Northwestern Europe | Western Europe | German world | Germany
32187,Q55676964,Johann Ulrich Frommann,1669.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32188,Q55677060,Nicolaus Gerhard Meier,1710.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32189,Q55677076,Johann Ahrendt,1805.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32190,Q55677077,Ernst Milarch,1829.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32191,Q55677087,Christian Alard,1658.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32192,Q55677092,Ludwig Abröll,1835.0,theologian,Northwestern Europe | Western Europe | German world | Austria
32193,Q55677095,Franz Ammon,1801.0,theologian,Northwestern Europe | Western Europe | German world | Austria
32194,Q55677097,Paul Joachim Siegmund Bauriedel,1723.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32195,Q55677104,Gerald Bartl,1766.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32196,Q55677110,Joachim Heinrich Siemerling,1662.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32197,Q55677121,Adolf Hochheim,1840.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32198,Q55677139,Johann Nepomuk Braunschweiger,1821.0,chemist,Northwestern Europe | Western Europe | German world | Germany
32199,Q55677144,Martin Theodor Contzen,1807.0,historian,Northwestern Europe | Western Europe | German world | Germany
32200,Q55677147,Johann Baptist Dirschedl,1806.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32201,Q55677160,Johann Baptist Enengel,1749.0,theologian,Northwestern Europe | Western Europe | German world | Austria
32202,Q55677175,Ferdinand Filnbaum,1716.0,philosopher,Northwestern Europe | Western Europe | German world | Austria
32203,Q55677176,Joseph von Fink,1770.0,historian,Northwestern Europe | Western Europe | German world | Germany
32204,Q55677180,Georg Fränklin,1711.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32205,Q55677211,Gottlieb Bartholdi,1801.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32206,Q55677222,Johann Debrois,1751.0,historian,Northwestern Europe | Western Europe | German world | Austria
32207,Q55677223,Ferdinand Hasler,1842.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32208,Q55677226,Leonhard Hausmann,1672.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
32209,Q55677238,Abraham Bresslau,1813.0,historian,Northwestern Europe | Western Europe | German world | Germany
32210,Q55677245,August Cademann,1612.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32211,Q55677257,August Behm,1815.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32212,Q55677277,Karl Nahmmacher,1841.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32213,Q55677519,Albert von der Gabelentz-Linsingen,1834.0,anatomist,Northwestern Europe | Western Europe | German world | Germany
32214,Q55677529,Johann Andreas Schumacher,1810.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32215,Q55677533,Friedrich Narr,1844.0,physicist,Northwestern Europe | Western Europe | German world | Germany
32216,Q55677547,Jakob Passler,1705.0,historian,Northwestern Europe | Western Europe | German world | Germany
32217,Q55677570,Paul E. Liesegang,1838.0,chemist,Northwestern Europe | Western Europe | German world | Germany
32218,Q55677601,Joseph Seybold,1672.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32219,Q55677666,Anton Ernst Wilhelm Spieß,1837.0,chemist,Northwestern Europe | Western Europe | German world | Germany
32220,Q55677670,Johann Stoz,1619.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32221,Q55677780,Alfred Kappeler,1839.0,theologian,Northwestern Europe | Western Europe | German world | Switzerland
32222,Q55677803,Georg Bernhard Hummel,1741.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32223,Q55677881,Karl Hermann Siegfried Pfaff,1827.0,historian,Northwestern Europe | Western Europe | German world | Germany
32224,Q55677939,Giovanni Battista Diano,1655.0,theologian,Western Europe | Northern Italy | Italy | Southwestern Europe
32225,Q55677958,Anton Widter,1809.0,archeologist,Northwestern Europe | Western Europe | German world | Austria
32226,Q55678004,Wolfgang Zumsteg,1662.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32227,Q55678005,Heinrich Christian Pagenstecher,1743.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32228,Q55678021,Gottlieb Heinrich Schäfer,1770.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32229,Q55678032,Christian Friedrich Heusling,1696.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32230,Q55678122,Johann Laurentius Julius von Gerstenbergk,1749.0,mathematician,Northwestern Europe | Western Europe | German world | Germany
32231,Q55678151,Gustav A. von Peschka,1830.0,mathematician,Northwestern Europe | Western Europe | German world | Austria
32232,Q55678157,Théophile Heyer,1804.0,historian,Northwestern Europe | Western Europe | France | Northern France
32233,Q55678194,Heinrich Prinzinger,1822.0,geologist,Northwestern Europe | Western Europe | German world | Austria
32234,Q55678203,Johann Christian Friedrich Günther,1805.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32235,Q55678204,August Tapp,1811.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32236,Q55678209,Johann Arnold Ballenstedt,1705.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32237,Q55678213,Johann Friedrich Hebenstreit,1691.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32238,Q55678235,Hermann Josef Kalbrunner,1803.0,botanist,Northwestern Europe | Western Europe | German world | Austria
32239,Q55678259,Christian Sophus Gad,1827.0,theologian,Northwestern Europe | Western Europe | Denmark | Nordic countries
32240,Q55678271,Georg Daniel Beisser,1735.0,theologian,Northwestern Europe | Western Europe | German world | Germany
32241,Q55678297,Johannes Duising,1683.0,philosopher,Northwestern Europe | Western Europe | German world | Germany
