,individual_wikidata_id,individual_name,birthyear,meta_occupation,region_name
12655,Q182745,Fausto Elhuyar,1755.0,geologist | geologist | chemist | chemist,Western Europe | Southwestern Europe | Spain
12656,Q18275031,Evald Ziervogel,1728.0,historian,Northwestern Europe | Western Europe | Nordic countries | Sweden
12657,Q18275032,Aleksandr Ozerski,1813.0,geologist,Eastern Europe | Slav world
12658,Q18275306,Georg Hauer,1484.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12659,Q18276446,Jean-Baptiste Poirson,1761.0,geographer | geographer,Northwestern Europe | Western Europe | France | Northern France
12660,Q18276448,Auguste Simon Jean Poirson,1795.0,historian,Northwestern Europe | Western Europe | France | Northern France
12661,Q182785,Geoffroy du Breuil,1200.0,historian,Northwestern Europe | Western Europe | France
12662,Q18278945,Nikolay Turbin,1832.0,archeologist,Eastern Europe | Slav world
12663,Q18279226,Feodor Krest'janin,1540.0,musicologist,Eastern Europe | Slav world
12664,Q18280325,Nikolay Shishkin,1840.0,mathematician,Eastern Europe | Slav world
12665,Q18283265,John Mackintosh,1833.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12666,Q18286338,Eberhard Becker,1823.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12667,Q182874,Cao Xueqin,1724.0,philosopher,Southern China | Yangtze | Chinese world
12668,Q18288440,Lorenzo Isnardi,1802.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
12669,Q18288619,Gregorio Messere,1636.0,philosopher,Western Europe | Italy | Southwestern Europe | Southern Italy
12670,Q18288828,Corrado Parona,1848.0,zoologist | zoologist,Western Europe | Northern Italy | Italy | Southwestern Europe
12671,Q182915,William Henry,1774.0,chemist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12672,Q18300375,Robert Richard Anstice,1813.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12673,Q183094,Adam Ferguson,1723.0,historian | historian | historian | historian | philosopher | philosopher | philosopher | philosopher | economist | economist | economist | economist | sociologist | sociologist | sociologist | sociologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12674,Q183126,Ramakrishna,1836.0,philosopher,Northern India | Indian world
12675,Q183144,Epictetus,50.0,philosopher,Eastern Europe | Balkans | Greek World | mediterranean World
12676,Q1831669,Leo Van Gheluwe,1837.0,musicologist,Northwestern Europe | Western Europe | Belgium | Low countries
12677,Q183189,James Croll,1821.0,geologist | geologist | geologist | astronomer | astronomer | astronomer | geographer | geographer | geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12678,Q1832126,Anton Gerard Hamel,1842.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
12679,Q18324086,Thomas Bell,1733.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12680,Q18325403,János Laky,1798.0,theologian,Eastern Europe | Central Europe
12681,Q18325461,Salih ibn Ahmad ibn Hanbal,818.0,theologian,Muslim world | Persian world
12682,Q183266,Samuel Johnson,1709.0,linguist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12683,Q1832689,Gerardus Frederik Westerman,1807.0,zoologist,Northwestern Europe | Western Europe | Low countries | Netherlands
12684,Q18327103,Berthold Benecke,1843.0,botanist | botanist | botanist | zoologist | zoologist | zoologist | anatomist | anatomist | anatomist,Eastern Europe | Central Europe
12685,Q18330942,Kjettil Classon Felterus,1620.0,geographer | geographer,Northwestern Europe | Western Europe | Nordic countries | Sweden
12686,Q18333249,Eduard Crusius,1797.0,historian,Northwestern Europe | Western Europe | German world | Germany
12687,Q18333335,Johann Christoph Erbstein,1720.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12688,Q18333866,Johann Jacob Meyen,1731.0,mathematician,Eastern Europe | Central Europe
12689,Q18334370,Enoch Svantenius,1618.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12690,Q18334452,Wilhelm Johann Albert von Tettau,1804.0,historian,Northwestern Europe | Western Europe | German world | Germany
12691,Q18334973,Ursula Weyda,1504.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12692,Q18340231,Filip Pohl,1650.0,theologian,Eastern Europe | Central Europe
12693,Q18340722,Franziskus Daniel,1740.0,historian,Western Europe | Italy | Southwestern Europe | Southern Italy
12694,Q18341021,Philip Stewart Robinson,1847.0,zoologist,Northwestern Europe | United Kingdom | Western Europe
12695,Q18342274,Gustav Kieseritzky,1830.0,mathematician,Eastern Europe | Central Europe
12696,Q18342448,Hans Joachim Heinrich Brockmüller,1821.0,botanist,Northwestern Europe | Western Europe | German world | Germany
12697,Q18343121,Martin Naboth,1675.0,chemist,Northwestern Europe | Western Europe | German world | Germany
12698,Q18343353,James Butterworth,1771.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12699,Q18343354,Burchard von  Vietinghoff-Scheel,1767.0,botanist,Eastern Europe | Central Europe
12700,Q18344093,George Taplin,1831.0,anthropologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12701,Q1834609,Basilio Tomás Sancho Hernando,1728.0,theologian,South East Asia
12702,Q18346639,Thomas Greenwood,1790.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12703,Q18346731,Fredrik Ignatius Färling,1846.0,historian,Northwestern Europe | Western Europe | Nordic countries | Finland
12704,Q18346732,Matti Kauppinen,1843.0,archeologist,Northwestern Europe | Western Europe | Nordic countries | Finland
12705,Q18350970,Léon-François-Antoine Aurifeuille,1822.0,mathematician,Northwestern Europe | Western Europe | Southern France | France
12706,Q18352974,Francesco Fontani,1748.0,archeologist,Western Europe | Northern Italy | Italy | Southwestern Europe
12707,Q18352997,Ferdinando Meucci,1823.0,meteorologist,Western Europe | Northern Italy | Italy | Southwestern Europe
12708,Q18355375,Augustin Miletić,1763.0,theologian,Eastern Europe | Balkans | Ottoman world
12709,Q18356328,Frederic W. MacDonald,1842.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12710,Q18363002,Frances Tolmie,1840.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12711,Q1836538,Jacob Marcus,1702.0,historian,Northwestern Europe | Western Europe | Low countries | Netherlands
12712,Q1837192,Hardouin de Péréfixe de Beaumont,1606.0,historian,Northwestern Europe | Western Europe | France | Northern France
12713,Q1837783,Andreas Bonn,1738.0,anatomist,Northwestern Europe | Western Europe | Low countries | Netherlands
12714,Q18378444,Bernhard Moritz Snethlage,1753.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12715,Q18379822,Galeazzo di Santa Sofia,1352.0,anatomist,Western Europe | Northern Italy | Italy | Southwestern Europe
12716,Q18379840,Johann Georg Model,1711.0,chemist,Eastern Europe | Slav world
12717,Q18384990,Hervé de Broc,1848.0,historian,Northwestern Europe | Western Europe | France | Northern France
12718,Q18385816,Joseph Morgan,1601.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12719,Q18397177,Karl von Schiller,1793.0,botanist,Northwestern Europe | Western Europe | German world | Germany
12720,Q18397639,Mūsá ibn ʻUqbah,674.0,historian,Muslim world | Arabic world | Arabian peninsula
12721,Q18398264,Valerand de la Varanne,1450.0,theologian,Northwestern Europe | Western Europe | France | Northern France
12722,Q18398658,Johann Christoph Eiselen,1752.0,geologist,Northwestern Europe | Western Europe | German world | Germany
12723,Q18398730,Maximilien-Marie Harel,1749.0,theologian,Northwestern Europe | Western Europe | France | Northern France
12724,Q18398871,Lorenc Jügler,1692.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
12725,Q18398879,Konstantin Rachinsky,1838.0,physicist,Eastern Europe | Slav world
12726,Q18399727,Vikenty Kosinsky,1835.0,geologist | geologist | mathematician | mathematician,Eastern Europe | Slav world
12727,Q18399996,Adrian Beier,1600.0,historian,Northwestern Europe | Western Europe | German world | Germany
12728,Q18407913,Christian Heinrich Schütze,1760.0,theologian,Northwestern Europe | Western Europe | German world | Germany
12729,Q18409282,Ivan Lavrov,1804.0,botanist,Eastern Europe | Slav world
12730,Q18410080,Albert von Reinach,1842.0,geologist,Northwestern Europe | Western Europe | German world | Germany
12731,Q18410450,August Johann Buxtorf,1696.0,theologian,Northwestern Europe | Western Europe | German world | Switzerland
12732,Q18411215,Ludwig Miller,1820.0,zoologist,Eastern Europe
12733,Q18411810,Friedrich Moldenhauer,1797.0,zoologist,Northwestern Europe | Western Europe | German world | Germany
12734,Q18411857,Félix Ragon,1795.0,historian,Northwestern Europe | Western Europe | France | Northern France
12735,Q18411941,Georg Christian Stiebeling,1830.0,philosopher | philosopher | economist | economist,Northwestern Europe | Western Europe | German world | Germany
12736,Q18412783,Jacques Michal,1680.0,geographer,Northwestern Europe | Western Europe | France | Northern France
12737,Q18412918,Johann Georg Heck,1795.0,geographer | geographer | zoologist | zoologist,Northwestern Europe | Western Europe | France | Northern France
12738,Q18413385,Theodor Schacht,1786.0,historian | historian,Northwestern Europe | Western Europe | German world | Germany
12739,Q18414359,Jean-François-Xavier Pugnet,1765.0,epidemiologist,Northwestern Europe | Western Europe | German world | Switzerland
12740,Q18415039,Philippe Van der Haeghen,1825.0,historian,Northwestern Europe | Western Europe | France | Northern France
12741,Q18415981,Achille Sansi,1822.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
12742,Q18416822,Carlo Bosellini,1764.0,economist,Western Europe | Northern Italy | Italy | Southwestern Europe
12743,Q18416827,Carlo De Nobili,1777.0,historian | historian | economist | economist,Western Europe | Italy | Southwestern Europe | Southern Italy
12744,Q18418005,Francesco da Nardò,1410.0,theologian,Western Europe | Italy | Southwestern Europe | Southern Italy
12745,Q18418695,Theodor Jellinghaus,1841.0,theologian,Eastern Europe | Slav world
12746,Q18418918,Joseph Friedrich Knaf,1801.0,botanist | botanist,Eastern Europe | Central Europe
12747,Q18419518,Lamberto Amat,1812.0,historian,Western Europe | Southwestern Europe | Spain
12748,Q18419607,Leo M. Treuinfels,1848.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
12749,Q18419725,Paolo Rotta,1832.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
12750,Q18421226,Antonio Ponsiglioni,1842.0,economist,Western Europe | Italy | Southwestern Europe | Southern Italy
12751,Q18424746,Franciszek Sapalski,1791.0,mathematician,Eastern Europe | Central Europe
12752,Q18425,Marcellin Berthelot,1827.0,physicist | physicist | physicist | chemist | chemist | chemist,Northwestern Europe | Western Europe | France | Northern France
12753,Q18433695,Jean Pierre Omer Anne Édouard Perris,1808.0,zoologist,Northwestern Europe | Western Europe | Southern France | France
12754,Q184366,Thomas Henry Huxley,1825.0,philosopher | philosopher | philosopher | philosopher | philosopher | philosopher | philosopher | philosopher | philosopher | philosopher | philosopher | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | zoologist | linguist | linguist | linguist | linguist | linguist | linguist | linguist | linguist | linguist | linguist | linguist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | paleontologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anthropologist | anatomist | anatomist | anatomist | anatomist | anatomist | anatomist | anatomist | anatomist | anatomist | anatomist | anatomist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12755,Q18437844,Maurizio Monti,1800.0,historian,Western Europe | Northern Italy | Italy | Southwestern Europe
12756,Q184457,Zeger Bernhard van Espen,1646.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
12757,Q184500,Johannes Scotus Eriugena,810.0,philosopher,Eastern Europe | Central Europe
12758,Q1845004,"John Fletcher Moulton, Baron Moulton",1844.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12759,Q18451505,Lars Gustaf Teodor Tidander,1849.0,geographer,Northwestern Europe | Western Europe | Nordic countries | Sweden
12760,Q184530,Gerolamo Cardano,1501.0,philosopher | philosopher | mathematician | mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
12761,Q184535,Sofia Kovalevskaya,1850.0,physicist | physicist | mathematician | mathematician,Northwestern Europe | Western Europe | Nordic countries | Sweden
12762,Q18472696,Luís Porfírio da Mota Pegado,1831.0,mathematician,Western Europe | Southwestern Europe | Portugal
12763,Q184735,Bernard Bolzano,1781.0,philosopher | philosopher | philosopher | philosopher | philosopher | mathematician | mathematician | mathematician | mathematician | mathematician | logician | logician | logician | logician | logician | theologian | theologian | theologian | theologian | theologian | historian | historian | historian | historian | historian,Eastern Europe | Central Europe
12764,Q1848893,Luis Née,1735.0,botanist,Western Europe | Southwestern Europe | Spain
12765,Q1849441,Johannes Basseliers,1640.0,theologian,Northwestern Europe | Western Europe | Low countries | Netherlands
12766,Q1849937,Thomas Davidson,1817.0,paleontologist | paleontologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12767,Q18503131,Georg Frederik Christopher Fasting,1837.0,theologian | theologian,Northwestern Europe | Western Europe | Nordic countries | Norway
12768,Q185040,Mily Balakirev,1837.0,musicologist | musicologist,Eastern Europe | Slav world
12769,Q18506916,Henry Lawson,1774.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12770,Q18507382,Andreas Kobavius,1593.0,theologian | theologian | mathematician | mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
12771,Q18507396,Andrej Mikec,1605.0,theologian,Northwestern Europe | Western Europe | German world | Austria
12772,Q18507410,Andrej Pirnat,1817.0,economist,Eastern Europe
12773,Q18507490,Anton Mihelič,1748.0,anatomist,Eastern Europe | Central Europe
12774,Q18507504,Anton Raič,1845.0,historian,Eastern Europe | Central Europe
12775,Q18507518,Anton Urbas,1822.0,geologist | geologist | geologist | physicist | physicist | physicist,Eastern Europe
12776,Q18507547,Antonio Ciccarelli,1600.0,theologian,Western Europe | Northern Italy | Italy | Southwestern Europe
12777,Q18507732,Alexis Donnet,1782.0,geographer,Northwestern Europe | Western Europe | Southern France | France
12778,Q18507802,António Pedro de Azevedo,1812.0,geographer,Western Europe | Southwestern Europe | Portugal
12779,Q18508098,Claude-François Fortier,1775.0,archeologist,Northwestern Europe | Western Europe | France | Northern France
12780,Q18508205,François Thiollet,1782.0,archeologist,Northwestern Europe | Western Europe | France | Northern France
12781,Q18508308,Hugo Petters,1843.0,geographer,Northwestern Europe | Western Europe | German world | Germany
12782,Q18508327,Jakob Andreas Hermann Oberreit,1777.0,geographer,Northwestern Europe | Western Europe | German world | Germany
12783,Q18508420,Josef Székely,1838.0,chemist,Northwestern Europe | Western Europe | German world | Austria
12784,Q18508574,Paul Louis Oudart,1796.0,zoologist,Northwestern Europe | Western Europe | France | Northern France
12785,Q18509073,Hippolyte Cocheris,1829.0,historian,Northwestern Europe | Western Europe | France | Northern France
12786,Q18509103,Johann von Kalchberg,1765.0,historian,Northwestern Europe | Western Europe | German world | Austria
12787,Q1850983,Nikita Muraviev,1795.0,historian,Eastern Europe | Slav world
12788,Q18510159,Johann Baptist von Pacassi,1758.0,astronomer | astronomer | mathematician | mathematician,Northwestern Europe | Western Europe | German world | Austria
12789,Q18510582,Thomas Latter,1816.0,linguist,South East Asia
12790,Q18510657,Jules Cordonnier,1833.0,historian,Northwestern Europe | Western Europe | Belgium | Low countries
12791,Q18511413,Pablo Clain,1652.0,botanist | botanist | botanist | botanist | astronomer | astronomer | astronomer | astronomer | philosopher | philosopher | philosopher | philosopher | linguist | linguist | linguist | linguist,South East Asia
12792,Q18511449,Vinzenz Ferrer Klun,1823.0,historian | historian,Eastern Europe | Central Europe
12793,Q18511531,Dominique Maillet,1801.0,historian,Northwestern Europe | Western Europe | France
12794,Q18511662,Floris Balthasarsz. van Berckenrode,1562.0,geographer,Northwestern Europe | Western Europe | Low countries | Netherlands
12795,Q18511671,Henri Chatelain,1684.0,geographer,Northwestern Europe | Western Europe | Low countries | Netherlands
12796,Q185117,Justin Martyr,100.0,theologian | theologian | philosopher | philosopher,Western Europe | Italy | Southwestern Europe | mediterranean World | Southern Italy | Latin World
12797,Q18511826,Adolphe Berty,1818.0,archeologist | archeologist | historian | historian,Northwestern Europe | Western Europe | France | Northern France
12798,Q18511843,Charles-Marie Caffieri,1736.0,geographer,Northwestern Europe | Western Europe | France | Northern France
12799,Q18511862,Gilles Jodelet de La Boissière,1650.0,geographer,Northwestern Europe | Western Europe | France
12800,Q18516066,Frédéric Moula,1703.0,mathematician,Northwestern Europe | Western Europe | German world | Switzerland
12801,Q18516477,Cornelis Danckerts,1603.0,geographer,Northwestern Europe | Western Europe | Low countries | Netherlands
12802,Q18516490,David Coster,1686.0,geographer,Northwestern Europe | Western Europe | Low countries | Netherlands
12803,Q18516502,Evert Maaskamp,1769.0,geographer,Northwestern Europe | Western Europe | Low countries | Netherlands
12804,Q18518805,George Ura,1812.0,geologist | geologist,Northwestern Europe | Western Europe | France
12805,Q18518809,Antoine Jeudy Dugour,1766.0,historian,Northwestern Europe | Western Europe | Southern France | France
12806,Q1852000,Moses ben Joshua,1300.0,philosopher,Northwestern Europe | Western Europe | Southern France | France
12807,Q1852031,Cui Hong,470.0,historian,Chinese world
12808,Q185206,Priscian of Lydia,500.0,philosopher,Eastern Europe | Balkans | Greek World | mediterranean World
12809,Q185223,Cassius Dio,150.0,historian,Greek World | mediterranean World
12810,Q18526298,Adam Burley,1300.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12811,Q18526351,Albert Bernays,1823.0,chemist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12812,Q18526365,Alexander Black,1789.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12813,Q18526418,Alfred Reginald Pryor,1839.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12814,Q18526733,Charles James Beverly,1788.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12815,Q18526853,Charles Meldrum,1821.0,astronomer | astronomer | astronomer | meteorologist | meteorologist | meteorologist | mathematician | mathematician | mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12816,Q18526913,Charles Potter,1634.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12817,Q18526985,Richard Widmore,1681.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12818,Q18527012,John Hartnup,1806.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12819,Q18527057,Robert Blakey,1795.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12820,Q18527137,Robert Chamberlain,1632.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12821,Q18527188,John Laidlaw,1832.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12822,Q18527191,Clement of Llanthony,1100.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12823,Q18527192,John Lamb,1789.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12824,Q18527226,John Lowry,1769.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12825,Q18527266,Conall Mageoghegan,1596.0,historian,British Islands | Northwestern Europe | Western Europe | Ireland
12826,Q18527285,George Alfred Carthew,1807.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12827,Q18527309,John Mastin,1747.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12828,Q18527321,John McCluer,1759.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12829,Q18527348,George Cook,1772.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12830,Q18527481,Robert Williams,1787.0,pharmacologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12831,Q18527520,George Pryce,1799.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12832,Q18527537,Roger Collingwood,1495.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12833,Q18527539,George Fleming Richardson,1796.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12834,Q18527540,John Rooke,1780.0,geologist | geologist | economist | economist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12835,Q18527590,John Shaw,1792.0,anatomist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12836,Q18527606,Rollo Russell,1849.0,meteorologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12837,Q18527616,David Ure,1741.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12838,Q18527665,George Whipple,1842.0,physicist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12839,Q18527731,Rudolph Messel,1848.0,chemist,Northwestern Europe | Western Europe | German world | Germany
12840,Q18527994,Edmund Gillingwater,1735.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12841,Q18528029,Edward Bentham,1707.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12842,Q18528039,Samuel Spalding,1807.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12843,Q18528111,Sarah Mary Fitton,1796.0,botanist,Northwestern Europe | Western Europe | France | Northern France
12844,Q18528187,Edward Hopley,1816.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12845,Q18528195,Edward Howes,1632.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12846,Q18528197,Edward Ironside,1736.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12847,Q18528199,Julius Millingen,1800.0,archeologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12848,Q18528219,Seth Partridge,1604.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12849,Q18528278,Katherine Plymley,1758.0,zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12850,Q18528329,Edward Ormerod,1819.0,anatomist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12851,Q18528426,Edwin Butterworth,1812.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12852,Q18528462,Henry Clarke,1743.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12853,Q18528465,Henry Coggeshall,1623.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12854,Q18528469,Henry Coley,1633.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12855,Q18528546,Leopold Charles Martin,1817.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12856,Q18528563,Henry Hennessy,1826.0,physicist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12857,Q18528576,Elizabeth Gray,1831.0,paleontologist | paleontologist | paleontologist | zoologist | zoologist | zoologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12858,Q18528635,Lionel Charlton,1720.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12859,Q18528690,Louisa Capper,1776.0,philosopher | philosopher | historian | historian,Northwestern Europe | United Kingdom | Western Europe
12860,Q18528700,Henry Simcoe,1800.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12861,Q18528706,Henry Sowerby,1825.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12862,Q18528720,Emily Stackhouse,1811.0,botanist | botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12863,Q18528754,Henry Vennor,1840.0,geologist | geologist | meteorologist | meteorologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12864,Q18528779,Luther Holden,1815.0,anatomist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12865,Q18528869,Thomas Bungay,1214.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12866,Q18528962,Thomas Catton,1758.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12867,Q18528973,Ezekiel Foxcroft,1633.0,mathematician,British Islands | Northwestern Europe | United Kingdom | Western Europe
12868,Q18529030,Thomas Clifford,1762.0,botanist | botanist | geographer | geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12869,Q18529169,Francis Bunny,1543.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12870,Q18529185,Francis Thirkill Conington,1828.0,chemist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12871,Q18529196,Francis Davy Longe,1831.0,economist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12872,Q18529218,Mary Moffat,1795.0,linguist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12873,Q18529240,Thomas Howes,1728.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12874,Q18529292,Thomas Leintwardine,1363.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12875,Q18529299,James Bennett,1785.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12876,Q18529364,Franc Bernard Fischer,1662.0,theologian,Eastern Europe
12877,Q18529366,Franc Bilc,1786.0,linguist,Eastern Europe
12878,Q18529409,Franc Kalister,1839.0,economist,Western Europe | Northern Italy | Italy | Southwestern Europe
12879,Q18529461,Franc Staindl,1675.0,philosopher,Northwestern Europe | Western Europe | German world | Austria
12880,Q18529492,Franc Abram,1829.0,economist,Eastern Europe | Balkans | Ottoman world
12881,Q18529582,Ignacij Dinzl,1679.0,theologian | theologian | theologian | philosopher | philosopher | philosopher | mathematician | mathematician | mathematician,Eastern Europe | Central Europe
12882,Q18529621,Ivan Bonač,1846.0,economist,Eastern Europe
12883,Q18529643,Ivan Klodič,1828.0,meteorologist | meteorologist | meteorologist | physicist | physicist | physicist | mathematician | mathematician | mathematician,Western Europe | Northern Italy | Italy | Southwestern Europe
12884,Q18529653,Ivan Križanič,1843.0,theologian | theologian | philosopher | philosopher,Eastern Europe
12885,Q18529668,Ivan Mlakar,1845.0,theologian | theologian | philosopher | philosopher,Northwestern Europe | Western Europe | German world | Austria
12886,Q18529679,Ivan Nepomuk Biatzóvszky,1801.0,botanist,Northwestern Europe | Western Europe | German world | Austria
12887,Q18529680,Ivan Nepomuk Cerar,1789.0,botanist,Western Europe | Northern Italy | Italy | Southwestern Europe
12888,Q18529705,Ivan Skuhala,1847.0,theologian,Eastern Europe
12889,Q18529721,Ivan Vošnjak,1818.0,theologian | theologian | philosopher | philosopher,Eastern Europe
12890,Q18529740,Ivan Žuža,1830.0,geologist,Eastern Europe | Central Europe
12891,Q18529889,James MacQueen,1778.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12892,Q18529892,James McNab,1810.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12893,Q18529938,James Wyld,1812.0,geographer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12894,Q18529945,Jane Hume Clapperton,1832.0,philosopher,British Islands | Northwestern Europe | United Kingdom | Western Europe
12895,Q18530107,John Henry Belville,1795.0,astronomer,British Islands | Northwestern Europe | United Kingdom | Western Europe
12896,Q18530140,John Blackburne,1694.0,botanist | botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12897,Q18530142,John Blackstone,1712.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12898,Q18530146,John Blake,1745.0,botanist | botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12899,Q18530178,John Brown,1778.0,theologian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12900,Q18530179,John Brown,1780.0,geologist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12901,Q18530181,John Wright Brown,1836.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12902,Q18530182,John Browne,1823.0,historian,British Islands | Northwestern Europe | United Kingdom | Western Europe
12903,Q18530257,John Chevallier,1774.0,botanist,British Islands | Northwestern Europe | United Kingdom | Western Europe
12904,Q18530345,Matthew O'Brien,1814.0,mathematician,British Islands | Northwestern Europe | Western Europe | Ireland
12905,Q18530350,Matthias Pasor,1599.0,linguist | linguist | philosopher | philosopher,Northwestern Europe | Western Europe | German world | Germany
12906,Q18530596,Peter Carter,1530.0,logician,British Islands | Northwestern Europe | United Kingdom | Western Europe
