,source,target,specificity,weight,rank_count,rank_specificity
0,zoologist,botanist,84.61752136752138,4,1.0,1.0
1,zoologist,anatomist,40.99230769230768,3,2.0,2.0
4,zoologist,historian,12.25,2,3.0,5.0
11,theologian,philosopher,4999.113636363636,43,1.0,1.0
12,theologian,historian,1184.141608391608,19,2.0,2.0
13,theologian,mathematician,120.27272727272731,6,3.0,3.0
24,sociologist,historian,20.045454545454547,1,1.0,1.0
25,sociologist,philosopher,15.930944055944055,1,2.0,2.0
26,political scientist,historian,12.734848484848488,1,1.0,1.0
27,political scientist,theologian,12.734848484848488,1,2.0,2.0
28,political scientist,philosopher,10.00058275058275,1,3.0,3.0
29,physicist,mathematician,1025.939393939394,17,1.0,1.0
30,physicist,astronomer,338.62727272727284,9,2.0,2.0
32,physicist,philosopher,59.11363636363637,5,3.0,4.0
42,philosopher,theologian,4999.113636363636,43,1.0,1.0
43,philosopher,historian,439.1136363636364,13,2.0,2.0
44,philosopher,mathematician,338.81483100233106,11,3.0,3.0
58,musicologist,mathematician,34.23822843822843,2,1.0,1.0
59,musicologist,physicist,31.31363636363637,2,3.0,2.0
60,musicologist,philosopher,24.73986013986014,2,2.0,3.0
63,meteorologist,zoologist,15.39102564102564,1,2.0,1.0
64,meteorologist,mathematician,13.951825951825953,1,1.0,2.0
65,meteorologist,physicist,12.734848484848488,1,3.0,3.0
66,mathematician,astronomer,2263.276456876457,22,1.0,1.0
67,mathematician,physicist,1025.939393939394,17,2.0,2.0
68,mathematician,philosopher,338.81483100233106,11,3.0,3.0
78,logician,theologian,54.73484848484849,2,1.0,1.0
79,logician,philosopher,43.750582750582744,2,2.0,2.0
80,logician,linguist,19.232387982387984,1,3.0,3.0
81,linguist,historian,112.4267676767677,5,1.0,1.0
82,linguist,philosopher,55.80730380730381,4,2.0,2.0
83,linguist,theologian,38.20454545454545,3,3.0,3.0
90,historian,theologian,1184.141608391608,19,1.0,1.0
91,historian,philosopher,439.1136363636364,13,2.0,2.0
92,historian,geographer,265.8272727272727,8,3.0,3.0
103,geologist,geographer,72.31911421911421,2,1.0,1.0
104,geologist,chemist,29.809246309246305,1,3.0,2.0
105,geologist,physicist,12.734848484848488,1,2.0,3.0
106,geographer,astronomer,350.25482517482516,8,2.0,1.0
107,geographer,historian,265.8272727272727,8,1.0,2.0
108,geographer,mathematician,159.8097902097902,6,3.0,3.0
116,economist,historian,40.09090909090909,2,1.0,1.0
117,economist,linguist,13.951825951825953,1,2.0,2.0
119,economist,philosopher,7.049388111888112,1,3.0,4.0
120,chemist,physicist,109.46969696969698,4,1.0,1.0
121,chemist,botanist,38.46477596477597,2,2.0,2.0
125,chemist,mathematician,6.07031857031857,1,3.0,6.0
126,botanist,zoologist,84.61752136752138,4,1.0,1.0
128,botanist,anatomist,21.57956487956488,2,3.0,3.0
130,botanist,historian,15.760101010101009,2,2.0,5.0
135,astronomer,mathematician,2263.276456876457,22,1.0,1.0
136,astronomer,geographer,350.25482517482516,8,3.0,2.0
137,astronomer,physicist,338.62727272727284,9,2.0,3.0
145,art theorist,botanist,19.232387982387984,1,1.0,1.0
146,art theorist,anatomist,17.119114219114216,1,2.0,2.0
147,art theorist,zoologist,15.39102564102564,1,3.0,3.0
148,archeologist,historian,147.30194805194805,5,1.0,1.0
151,archeologist,botanist,7.18950493950494,1,2.0,4.0
152,archeologist,theologian,4.444805194805196,1,3.0,5.0
155,anthropologist,historian,73.31363636363636,3,1.0,1.0
158,anthropologist,geographer,9.527412587412588,1,3.0,4.0
159,anthropologist,philosopher,5.289860139860139,1,2.0,5.0
160,anatomist,zoologist,40.99230769230768,3,1.0,1.0
161,anatomist,botanist,21.57956487956488,2,2.0,2.0
164,anatomist,mathematician,15.276456876456876,2,3.0,5.0
