,source,target,specificity,weight,rank_count,rank_specificity
0,zoologist,historian,8.870561282932417,1,1.0,1.0
1,zoologist,philosopher,8.870561282932417,1,2.0,2.0
2,theologian,historian,197.47640320733103,7,1.0,1.0
3,theologian,philosopher,33.031958762886596,3,2.0,2.0
6,theologian,linguist,4.621305841924398,1,3.0,5.0
7,sociologist,political scientist,192.00515463917526,1,1.0,1.0
8,political scientist,sociologist,192.00515463917526,1,1.0,1.0
9,physicist,astronomer,12.414089347079036,2,1.0,1.0
10,physicist,philosopher,10.648720885834289,2,2.0,2.0
14,physicist,mathematician,2.2890893470790377,1,3.0,6.0
15,philosopher,astronomer,118.39891179839631,7,1.0,1.0
16,philosopher,mathematician,85.37113402061854,6,2.0,2.0
17,philosopher,historian,50.294068983072414,5,3.0,3.0
24,musicologist,philosopher,17.741122565864835,2,1.0,1.0
26,musicologist,astronomer,4.227448453608248,1,3.0,3.0
27,musicologist,mathematician,4.227448453608248,1,2.0,4.0
28,mathematician,astronomer,842.3611469072167,17,1.0,1.0
29,mathematician,philosopher,85.37113402061854,6,2.0,2.0
31,mathematician,historian,7.148911798396334,2,3.0,4.0
36,logician,linguist,30.36426116838488,1,1.0,1.0
37,linguist,historian,49.7598319969454,4,1.0,1.0
39,linguist,philosopher,10.648720885834289,2,2.0,3.0
40,linguist,theologian,4.621305841924398,1,3.0,4.0
43,historian,theologian,197.47640320733103,7,1.0,1.0
44,historian,philosopher,50.294068983072414,5,2.0,2.0
47,historian,astronomer,35.48224513172967,4,3.0,5.0
52,geographer,astronomer,56.91408934707904,4,1.0,1.0
53,geographer,historian,26.611683848797252,3,2.0,2.0
54,geographer,mathematician,12.414089347079036,2,3.0,3.0
58,chemist,astronomer,48.727448453608254,3,1.0,1.0
59,chemist,geographer,6.207044673539518,1,3.0,2.0
61,chemist,mathematician,4.227448453608248,1,2.0,4.0
62,botanist,theologian,17.451546391752576,1,1.0,1.0
63,botanist,historian,8.870561282932417,1,2.0,2.0
64,astronomer,mathematician,842.3611469072167,17,1.0,1.0
65,astronomer,philosopher,118.39891179839631,7,2.0,2.0
68,astronomer,historian,35.48224513172967,4,3.0,5.0
72,archeologist,historian,39.20389461626575,2,1.0,1.0
73,archeologist,theologian,17.451546391752576,1,2.0,2.0
