,source,target,specificity,weight,rank_count,rank_specificity
0,zoologist,physicist,164.3859025032938,5,2.0,1.0
1,zoologist,theologian,160.70869565217393,6,1.0,2.0
2,zoologist,botanist,137.60546265328873,5,3.0,3.0
12,theologian,philosopher,10875.560358056267,57,1.0,1.0
13,theologian,historian,9763.49347826087,49,2.0,2.0
14,theologian,mathematician,1244.4953177257523,17,3.0,3.0
28,political scientist,anthropologist,74.67971014492753,1,3.0,1.0
29,political scientist,historian,19.95041407867495,1,2.0,2.0
30,political scientist,philosopher,16.09465046888321,1,1.0,3.0
31,physicist,mathematician,1825.4561340833086,17,1.0,1.0
32,physicist,philosopher,472.18187049523374,10,2.0,2.0
34,physicist,theologian,242.32766798418973,7,3.0,4.0
42,philosopher,theologian,10875.560358056267,57,1.0,1.0
43,philosopher,mathematician,1033.9415748573676,16,2.0,2.0
45,philosopher,historian,445.98978808914876,11,3.0,4.0
59,pharmacologist,chemist,132.32564412238324,2,1.0,1.0
60,pharmacologist,anatomist,41.83234989648033,1,3.0,2.0
61,pharmacologist,botanist,21.632134894091415,1,2.0,3.0
62,musicologist,mathematician,86.52853957636566,4,1.0,1.0
63,musicologist,theologian,37.333695652173915,3,2.0,2.0
64,musicologist,philosopher,34.809974424552436,3,3.0,3.0
74,meteorologist,botanist,68.78336120401337,1,1.0,1.0
75,mathematician,astronomer,18652.435155062332,54,1.0,1.0
76,mathematician,physicist,1825.4561340833086,17,3.0,2.0
78,mathematician,theologian,1244.4953177257523,17,2.0,4.0
88,logician,philosopher,156.40837595907928,3,1.0,1.0
89,logician,physicist,25.91465744400527,1,3.0,2.0
90,logician,theologian,17.218840579710147,1,2.0,3.0
91,linguist,theologian,455.68768115942026,7,1.0,1.0
92,linguist,philosopher,215.60106564364878,5,2.0,2.0
93,linguist,historian,92.66273291925465,3,3.0,3.0
97,historian,theologian,9763.49347826087,49,1.0,1.0
98,historian,mathematician,485.6923315814621,10,3.0,2.0
100,historian,philosopher,445.98978808914876,11,2.0,4.0
111,geologist,mathematician,36.5384734830387,2,1.0,1.0
113,geologist,astronomer,10.031747600225861,1,2.0,3.0
117,geologist,philosopher,5.860440263061746,1,3.0,7.0
118,geographer,mathematician,1417.7078823350564,15,1.0,1.0
119,geographer,astronomer,1071.0075547969818,12,2.0,2.0
120,geographer,theologian,502.91857707509877,10,3.0,3.0
129,economist,theologian,19.17391304347826,2,1.0,1.0
130,economist,chemist,8.320048309178745,1,2.0,2.0
136,economist,mathematician,5.218227424749165,1,3.0,8.0
140,chemist,botanist,64.89640468227425,3,2.0,2.0
142,chemist,philosopher,48.283951406649614,3,1.0,4.0
143,chemist,theologian,21.71207729468599,2,3.0,5.0
148,botanist,anatomist,153.85715480172001,4,2.0,1.0
149,botanist,zoologist,137.60546265328873,5,1.0,2.0
151,botanist,chemist,64.89640468227425,3,3.0,4.0
161,astronomer,mathematician,18652.435155062332,54,1.0,1.0
162,astronomer,geographer,1071.0075547969818,12,2.0,2.0
164,astronomer,theologian,176.37312252964426,6,3.0,4.0
172,archeologist,historian,342.5218426501035,4,1.0,1.0
173,archeologist,anthropologist,74.67971014492753,1,3.0,2.0
174,archeologist,theologian,72.71884057971015,2,2.0,3.0
175,anthropologist,archeologist,74.67971014492753,1,3.0,1.0
177,anthropologist,theologian,12.444565217391304,1,1.0,3.0
178,anthropologist,philosopher,11.603324808184142,1,2.0,4.0
179,anatomist,botanist,153.85715480172001,4,1.0,1.0
180,anatomist,chemist,54.48117667356798,2,2.0,2.0
183,anatomist,mathematician,36.5384734830387,2,3.0,5.0
