,wikidata_id,name,year,cultural_score,occupation
22146,Q61525,Wilhelm Gesenius,"(1800, 1850)",0.11088366258502234,pedagogue
22147,Q61525,Wilhelm Gesenius,"(1800, 1850)",0.11088366258502234,philologist
22148,Q61525,Wilhelm Gesenius,"(1800, 1850)",0.11088366258502234,orientalist
22149,Q61525,Wilhelm Gesenius,"(1800, 1850)",0.11088366258502234,theologian
22150,Q61525,Wilhelm Gesenius,"(1800, 1850)",0.11088366258502234,university teacher
22151,Q61525,Wilhelm Gesenius,"(1800, 1850)",0.11088366258502234,lexicographer
22152,Q36517,Francis Drake,"(1550, 1600)",0.2767072186129226,explorer
22153,Q28652497,Robert Benet de Montcarville,"(1710, 1760)",0.10038653605293477,mathematician
22154,Q548928,Charles Sturt,"(1810, 1860)",0.11194687200828159,naturalist
22155,Q548928,Charles Sturt,"(1810, 1860)",0.11194687200828159,botanist
22156,Q548928,Charles Sturt,"(1810, 1860)",0.11194687200828159,explorer
22157,Q5673040,Harry Veitch,"(1850, 1900)",0.10219809185909902,horticulturist
22158,Q5673040,Harry Veitch,"(1850, 1900)",0.10219809185909902,botanist
22159,Q5804374,Samuel Heurlin,"(1750, 1800)",0.10026945673993845,mathematician
22160,Q19538799,Pierre Chrétien,"(1860, 1910)",0.10015402474137085,zoologist
22161,Q19538799,Pierre Chrétien,"(1860, 1910)",0.10015402474137085,lepidopterist
22162,Q6265313,John Zephaniah Holwell,"(1720, 1770)",0.10139165321771067,immunologist
22163,Q56170,Hugh Davies,"(1750, 1800)",0.10244272365530205,botanist
22164,Q56170,Hugh Davies,"(1750, 1800)",0.10244272365530205,bryologist
22165,Q56170,Hugh Davies,"(1750, 1800)",0.10244272365530205,lichenologist
22166,Q17300054,Charles Neate,"(1820, 1870)",0.1006465692574032,economist
22167,Q155013,Heinrich Louis d'Arrest,"(1830, 1880)",0.13328327964857792,astronomer
22168,Q155013,Heinrich Louis d'Arrest,"(1830, 1880)",0.13328327964857792,university teacher
22169,Q3185541,Joseph Rambaud,"(1860, 1910)",0.10044214661963828,economist
