,individual_wikidata_id,individual_name,occupations_wikidata_id,occupations_name,occupations_category
285417,Q19206364,Dimitar Mutew,Q169470,physicist,science|writer
285423,Q18624296,Friedrich Julius Otto,Q593644,chemist,science|writer
285425,Q353390,Erik Viborg,Q2374149,botanist,science|writer
285431,Q94809940,Franz Schneider,Q1231865,pedagogue,science|writer
285450,Q5925810,James Macrae,Q2374149,botanist,science|writer
285452,Q23719067,Carlo Lodovico Visconti,Q3621491,archaeologist,science|writer
285453,Q23719067,Carlo Lodovico Visconti,Q15983985,classical archaeologist,science|writer
285456,Q3120098,Guillaume Nissole,Q2374149,botanist,science|writer
285457,Q9382059,Władysław Lubomęski,Q864503,biologist,science|writer
285461,Q2339471,Karl Wilhelm Ludwig Pappe,Q2374149,botanist,science|writer
285473,Q3128841,Sayyid Haydar Amuli,Q901,scientist,science|writer
285476,Q4208585,Dmitry Kaygorodov,Q18805,naturalist,science|writer
285477,Q4208585,Dmitry Kaygorodov,Q21244999,forestry scientist,science|writer
285486,Q16943906,Athanasius Diedrich Wackerbarth,Q11063,astronomer,science|writer
285494,Q1344586,Lodovico Zacconi,Q16031530,music theorist,science|writer
285501,Q55855858,Johann Marty,Q1231865,pedagogue,science|writer
285506,Q8015690,William Mitchell Acworth,Q188094,economist,science|writer
285507,Q55627061,Jules Marie Ghislam d'Udekem,Q3055126,entomologist,science|writer
285513,Q11696246,Edward Rulikowski,Q3621491,archaeologist,science|writer
285519,Q6235123,John George Gough,Q11900058,explorer,science|writer
285521,Q1431705,Wilhelm von Widenmann,Q21244999,forestry scientist,science|writer
285522,Q12633715,Joseph Szeman,Q1734662,cartographer,artist|science|writer
285524,Q21519027,August Gerhard Gottfried Lichtenstein,Q2374149,botanist,science|writer
285526,Q5842384,Hernán Mejía de Mirabal,Q11900058,explorer,science|writer
285531,Q18819015,Bennett Franklin Davenport,Q593644,chemist,science|writer
285548,Q55039924,Johann Gottlieb Groschke,Q3055126,entomologist,science|writer
285549,Q55124355,Ludwig Gedike,Q1231865,pedagogue,science|writer
285558,Q60818518,P. Agostino Michelazzi,Q18805,naturalist,science|writer
285562,Q6215951,Johann Heinrich Fixsen,Q497294,lepidopterist,science|writer
285571,Q954040,Gustave Trouvé,Q169470,physicist,science|writer
285584,Q11171342,Čeněk Vinař,Q16145150,music pedagogue,artist|science|writer
285594,Q110976,Leopold Heinrich Fischer,Q13416354,mineralogist,science|writer
285595,Q110976,Leopold Heinrich Fischer,Q3055126,entomologist,science|writer
285597,Q94857541,Heinrich Otto Hamann,Q1231865,pedagogue,science|writer
285598,Q98936364,Constant Desjardins,Q1734662,cartographer,artist|science|writer
285599,Q98936364,Constant Desjardins,Q901402,geographer,science|writer
285603,Q10261,Pythagoras,Q170790,mathematician,science|writer
285604,Q10261,Pythagoras,Q16031530,music theorist,science|writer
285614,Q15818687,Gustav Siedenburg,Q1231865,pedagogue,science|writer
285619,Q1693265,Johann Dryander,Q11063,astronomer,science|writer
285620,Q1693265,Johann Dryander,Q170790,mathematician,science|writer
285621,Q1693265,Johann Dryander,Q10872101,anatomist,science|writer
285629,Q12789092,Franc Hubad,Q1371378,ethnologist,science|writer
285644,Q55614,Albert Schiffner,Q901402,geographer,science|writer
285649,Q55674779,Albert Freybe,Q1231865,pedagogue,science|writer
285665,Q71052,Friedrich Heinrich Albert Wangerin,Q170790,mathematician,science|writer
285674,Q17522127,Costanzo Benedetto Bonvicino,Q593644,chemist,science|writer
285697,Q5984535,Daniel Menlös,Q169470,physicist,science|writer
285718,Q1700613,John James Waterston,Q169470,physicist,science|writer
285724,Q7659828,Sydney Barber Josiah Skertchly,Q18805,naturalist,science|writer
285725,Q7659828,Sydney Barber Josiah Skertchly,Q520549,geologist,science|writer
285733,Q21515782,Thomas Hick,Q2374149,botanist,science|writer
285737,Q4211605,Fyodor Kaminsky,Q3621491,archaeologist,science|writer
285738,Q21521797,Jean Joseph Antoine Mougeot,Q2374149,botanist,science|writer
285739,Q21521797,Jean Joseph Antoine Mougeot,Q520549,geologist,science|writer
285743,Q545038,William Thomas Blanford,Q18805,naturalist,science|writer
285744,Q545038,William Thomas Blanford,Q350979,zoologist,science|writer
285745,Q545038,William Thomas Blanford,Q520549,geologist,science|writer
285746,Q545038,William Thomas Blanford,Q1225716,ornithologist,science|writer
285749,Q714369,Dai Zhen,Q170790,mathematician,science|writer
285758,Q3918984,Ivan Grigorovich,Q3621491,archaeologist,science|writer
285766,Q982798,William Hudson,Q2374149,botanist,science|writer
285767,Q982798,William Hudson,Q2487799,mycologist,science|writer
285774,Q1369930,Juan Martínez Silíceo,Q170790,mathematician,science|writer
285779,Q44318,Heinrich Gustav Magnus,Q169470,physicist,science|writer
285780,Q44318,Heinrich Gustav Magnus,Q593644,chemist,science|writer
285790,Q11738014,Kazimierz Kociełł,Q12806039,military theorist,science|writer
285794,Q2016245,Henri François Rudolf Hubrecht,Q593644,chemist,science|writer
285803,Q7328350,Richard Pendlebury,Q170790,mathematician,science|writer
285806,Q6134312,James Fussell IV,Q18576582,metallurgist,science|writer
285808,Q61061537,Pedro Aliaga Millán,Q170790,mathematician,science|writer
285809,Q16146953,Muhammad Aqa-Kermani,Q901,scientist,science|writer
285810,Q35153005,Ludwig August Berglein,Q1231865,pedagogue,science|writer
285811,Q2417458,Theodorus Craanen,Q170790,mathematician,science|writer
285816,Q6752986,Manuel de Mesquita Perestrelo,Q1734662,cartographer,artist|science|writer
285818,Q104211516,Ernst Friedrich Dresler,Q2374149,botanist,science|writer
285825,Q213751,Friedrich Gernsheim,Q16145150,music pedagogue,artist|science|writer
285833,Q55122363,Johann Matthäus Anschütz,Q13416354,mineralogist,science|writer
285834,Q94854337,Guillaume Favre,Q13416354,mineralogist,science|writer
285841,Q11928571,Josep Ferrer i Vidal,Q188094,economist,science|writer
285849,Q440136,Marc-Joseph Marion du Fresne,Q11900058,explorer,science|writer
285861,Q21480791,Antonio Llambías,Q169470,physicist,science|writer
285862,Q21480791,Antonio Llambías,Q170790,mathematician,science|writer
285879,Q39079244,John Walton,Q3055126,entomologist,science|writer
285880,Q61199728,P. Bonifaz Sohm,Q1662561,paleontologist,science|writer
285881,Q3387436,"Prince Pierre, Duke of Penthièvre",Q11900058,explorer,science|writer
285892,Q16857919,James William MacGauley,Q169470,physicist,science|writer
285897,Q1385091,Jacob Kuyper,Q1734662,cartographer,artist|science|writer
285898,Q1385091,Jacob Kuyper,Q901402,geographer,science|writer
285902,Q87902,Karl Bötticher,Q4773904,anthropologist,science|writer
285903,Q87902,Karl Bötticher,Q3621491,archaeologist,science|writer
285912,Q55235136,Johann Friedrich Conrad Niemeyer,Q1734662,cartographer,artist|science|writer
285915,Q107307,Bernhard Friedrich Thibaut,Q170790,mathematician,science|writer
285925,Q432189,William Wales,Q11063,astronomer,science|writer
285926,Q432189,William Wales,Q170790,mathematician,science|writer
285927,Q432189,William Wales,Q1231865,pedagogue,science|writer
285928,Q432189,William Wales,Q11900058,explorer,science|writer
285936,Q5612575,Jørgen Carl la Cour,Q1781198,agronomist,science|writer
285938,Q12792130,Janez Zajec,Q18805,naturalist,science|writer
285945,Q156023,Franz Xaver Wolfgang Mozart,Q16145150,music pedagogue,artist|science|writer
285947,Q30963925,Marshal Emin Pasha,Q901,scientist,science|writer
285950,Q94825215,Karl Böhme,Q1231865,pedagogue,science|writer
285955,Q109375316,George Alexander MacCallum,Q12773412,parasitologist,science|writer
285956,Q55033821,Felix Fontana,Q18805,naturalist,science|writer
285957,Q55033821,Felix Fontana,Q169470,physicist,science|writer
285958,Q55033821,Felix Fontana,Q2374149,botanist,science|writer
285959,Q55033821,Felix Fontana,Q10872101,anatomist,science|writer
285960,Q55033821,Felix Fontana,Q3055126,entomologist,science|writer
285961,Q20436236,Mihály Katona,Q901402,geographer,science|writer
285965,Q2977134,Claude Carlier,Q1781198,agronomist,science|writer
285982,Q70818,Johann Christian Martin Bartels,Q170790,mathematician,science|writer
285983,Q70818,Johann Christian Martin Bartels,Q1231865,pedagogue,science|writer
285985,Q8503464,Gundaker Wurmbrand-Stuppach,Q18805,naturalist,science|writer
285986,Q8503464,Gundaker Wurmbrand-Stuppach,Q3621491,archaeologist,science|writer
285987,Q5894298,Fredrik Jungbeck,Q1781198,agronomist,science|writer
285998,Q21607238,Georg (Adolf) Ritschl,Q2374149,botanist,science|writer
286009,Q3376541,Peter Dillon,Q11900058,explorer,science|writer
286010,Q18671070,Edward Laurence,Q294126,land surveyor,science|writer
286011,Q11984844,François-Joseph Cazin,Q2374149,botanist,science|writer
286016,Q451753,Mary Katharine Brandegee,Q2374149,botanist,science|writer
286022,Q5937087,Joseph Sartori,Q2374149,botanist,science|writer
286033,Q762652,August Laubenheimer,Q593644,chemist,science|writer
286049,Q315804,Olaus Magnus,Q1734662,cartographer,artist|science|writer
286050,Q315804,Olaus Magnus,Q4773904,anthropologist,science|writer
286056,Q55035296,Franz Wilhelm Fritzsche,Q18576582,metallurgist,science|writer
286057,Q12017305,František Michl,Q1231865,pedagogue,science|writer
286064,Q3182777,John Winthrop,Q11063,astronomer,science|writer
286065,Q3182777,John Winthrop,Q169470,physicist,science|writer
286066,Q3182777,John Winthrop,Q170790,mathematician,science|writer
286083,Q1008847,Elek Gegő,Q12347522,ethnographer,science|writer
286090,Q6762161,Marianna Bottini,Q16145150,music pedagogue,artist|science|writer
286096,Q21514596,Olaf Niklas Hammar,Q2374149,botanist,science|writer
286097,Q115225,Franz Penzoldt,Q2114605,pharmacologist,science|writer
286111,Q1915947,Joost Jansz. Bilhamer,Q1734662,cartographer,artist|science|writer
286115,Q55844432,Emil Koutny,Q170790,mathematician,science|writer
286117,Q1003646,József Franzenau,Q3055126,entomologist,science|writer
286121,Q18537805,Dimitrie Berindei,Q3621491,archaeologist,science|writer
286127,Q5275207,Dietrich von Schlechtendal,Q3055126,entomologist,science|writer
286128,Q41784164,Maksymilian Sułkowski,Q11900058,explorer,science|writer
286132,Q16194935,Louis-Jean Guénebault,Q3621491,archaeologist,science|writer
286135,Q60839327,Johann Jacob Erhard,Q170790,mathematician,science|writer
286150,Q4888533,Benjamin F. Goss,Q350979,zoologist,science|writer
286151,Q4888533,Benjamin F. Goss,Q1225716,ornithologist,science|writer
286158,Q215479,Johann Schweigger,Q169470,physicist,science|writer
286159,Q215479,Johann Schweigger,Q170790,mathematician,science|writer
286160,Q215479,Johann Schweigger,Q593644,chemist,science|writer
286167,Q5909629,Hjalmar Kinberg,Q350979,zoologist,science|writer
286169,Q3077319,Formanoir de Palteau,Q1781198,agronomist,science|writer
286175,Q11479569,Kyūkei Kudō,Q1238570,political scientist,science|writer
286176,Q66625,Martin Gerbert,Q16031530,music theorist,science|writer
286186,Q88166523,Joaquín Gundín,Q1734662,cartographer,artist|science|writer
286187,Q88166523,Joaquín Gundín,Q901402,geographer,science|writer
286200,Q21175971,John C. H. Grabill,Q19691902,gold miner,science|writer
286214,Q5731729,Theobald Fischer,Q901402,geographer,science|writer
286225,Q16590439,Pietro Lanza Branciforte,Q188094,economist,science|writer
286244,Q955620,Henry Vandyke Carter,Q10872101,anatomist,science|writer
286247,Q73891898,John Franklin Genung,Q47489253,scholar of the Bible as literature,science|writer
286249,Q4424004,Feodor Sludsky,Q170790,mathematician,science|writer
286257,Q15065137,Felix Eduard Wreden,Q593644,chemist,science|writer
286259,Q11690207,Christian Genersich,Q520549,geologist,science|writer
286270,Q95468386,Joseph Gazagnaire,Q3055126,entomologist,science|writer
286274,Q871380,Ignác Čelko,Q901,scientist,science|writer
286275,Q3745289,Filippo Paruta,Q3621491,archaeologist,science|writer
286277,Q21607784,(Dieudonné) Jean Joseph Sauveur,Q2374149,botanist,science|writer
286278,Q531061,Fernão Nunes,Q11900058,explorer,science|writer
286280,Q1692404,Johann Anton Pagendarm,Q1231865,pedagogue,science|writer
286290,Q17380226,Wilhelm Fabritius,Q11063,astronomer,science|writer
286306,Q1370433,Joris van Spilbergen,Q11900058,explorer,science|writer
286316,Q106964058,Anna Ludmila Schöntagová,Q16145150,music pedagogue,artist|science|writer
286334,Q101238117,Johann Jakob Schäfer,Q294126,land surveyor,science|writer
286335,Q55677886,Heinrich Seeger,Q1231865,pedagogue,science|writer
286337,Q55674780,Friedrich Heussner,Q1231865,pedagogue,science|writer
286341,Q21392036,Robert Coane Roberts Jordan,Q3055126,entomologist,science|writer
286344,Q633408,Archibald Pitcairne,Q170790,mathematician,science|writer
286345,Q633408,Archibald Pitcairne,Q10872101,anatomist,science|writer
286348,Q5716580,Jakob Eriksson,Q2374149,botanist,science|writer
286349,Q5716580,Jakob Eriksson,Q2487799,mycologist,science|writer
286380,Q3526561,Théodose Du Moncel,Q169470,physicist,science|writer
286381,Q3526561,Théodose Du Moncel,Q1937330,world traveler,science|writer
286386,Q55671721,Charles-Georges Chesnon,Q18805,naturalist,science|writer
286401,Q95335545,Johann Simon Braun,Q169470,physicist,science|writer
286402,Q95335545,Johann Simon Braun,Q170790,mathematician,science|writer
286405,Q5448705,Filippo Buonarroti,Q3621491,archaeologist,science|writer
286413,Q6242123,John Joseph Briggs,Q18805,naturalist,science|writer
286416,Q55900672,David Schumann,Q593644,chemist,science|writer
286425,Q21517604,Ernst Ferdinand Klinsmann,Q2374149,botanist,science|writer
286436,Q64926,Karl Heinrich Barth,Q16145150,music pedagogue,artist|science|writer
286439,Q80938743,Adolf Spitteler,Q593644,chemist,science|writer
286441,Q7028669,Hubert Leitgeb,Q2374149,botanist,science|writer
286442,Q7028669,Hubert Leitgeb,Q16334507,bryologist,science|writer
286443,Q7028669,Hubert Leitgeb,Q16334509,pteridologist,science|writer
286450,Q18945586,Lanfranco Mignoti,Q170790,mathematician,science|writer
286453,Q528274,John Brett,Q11063,astronomer,science|writer
286467,Q164004,Alexander Borodin,Q593644,chemist,science|writer
286468,Q277326,Joseph Philippe François Deleuze,Q2374149,botanist,science|writer
286472,Q57566,Georg Ernst Stahl,Q593644,chemist,science|writer
286479,Q40992350,Paolo Lembo,Q11063,astronomer,science|writer
286487,Q551417,Duchenne de Boulogne,Q2055046,physiologist,science|writer
286488,Q551417,Duchenne de Boulogne,Q783906,neurologist,science|writer
286492,Q1036686,Carl Adolf Schmidt,Q1231865,pedagogue,science|writer
286495,Q1635390,Juan Carrasco,Q11900058,explorer,science|writer
286498,Q2502886,Benedict Herbest,Q1231865,pedagogue,science|writer
286502,Q20140263,Giovanni Del Turco,Q170790,mathematician,science|writer
286515,Q91166,Friedrich von Hermann,Q2732142,statistician,science|writer
286516,Q91166,Friedrich von Hermann,Q188094,economist,science|writer
286519,Q1319570,Eugène Buret,Q188094,economist,science|writer
286520,Q1319570,Eugène Buret,Q2306091,sociologist,science|writer
286537,Q4178182,Carl Friedrich August Alexander Crüger,Q497294,lepidopterist,science|writer
286547,Q2865304,Arthur Rhoné,Q1350189,egyptologist,science|writer
286565,Q215979,Johann Beckmann,Q864503,biologist,science|writer
286566,Q215979,Johann Beckmann,Q1781198,agronomist,science|writer
286567,Q215979,Johann Beckmann,Q188094,economist,science|writer
286573,Q99929395,James Stewart,Q294126,land surveyor,science|writer
286580,Q3093053,G. Bruno,Q1231865,pedagogue,science|writer
286587,Q77548,Johann Georg von Hahn,Q64733534,collector of fairy tales,science|writer
286590,Q17513195,David Bennett,Q16145150,music pedagogue,artist|science|writer
286604,Q5994701,Manuel de Góngora y Martínez,Q3621491,archaeologist,science|writer
286608,Q21517527,Friedrich Kinkelin,Q520549,geologist,science|writer
286610,Q6314809,Juraj Kolombatović,Q864503,biologist,science|writer
286613,Q696298,Arnoldus Syen,Q2374149,botanist,science|writer
286615,Q6218354,John Ainsworth Horrocks,Q11900058,explorer,science|writer
286625,Q14915903,Franz Heisinger,Q1231865,pedagogue,science|writer
286627,Q55901028,Gustav Koepp,Q170790,mathematician,science|writer
286633,Q55883693,Clement Cornell Biddle,Q188094,economist,science|writer
286637,Q356696,Jethro Tull,Q1781198,agronomist,science|writer
286646,Q764949,August von Berlepsch,Q350979,zoologist,science|writer
286647,Q764949,August von Berlepsch,Q3055126,entomologist,science|writer
286651,Q13104341,Nicolas Funck,Q2374149,botanist,science|writer
286652,Q1555586,Gustav Adolph Jahn,Q11063,astronomer,science|writer
286653,Q1555586,Gustav Adolph Jahn,Q170790,mathematician,science|writer
286660,Q3293463,Luko Stulić,Q901,scientist,science|writer
286667,Q590955,Anton Karl Grünwald,Q170790,mathematician,science|writer
286669,Q55015481,Karl Wilhelm Theodor Beling,Q3055126,entomologist,science|writer
286671,Q21209024,Federico Sanvitale,Q170790,mathematician,science|writer
286675,Q55030184,Per Adolf Edgren,Q3055126,entomologist,science|writer
286680,Q36520224,Balthasar Vogl,Q2374149,botanist,science|writer
286688,Q461991,John Gray,Q188094,economist,science|writer
286691,Q89530,Paul Carl Beiersdorf,Q2114605,pharmacologist,science|writer
286694,Q1118177,Gusztáv Kondor,Q170790,mathematician,science|writer
286698,Q540219,Pedro Américo,Q18805,naturalist,science|writer
286731,Q1043190,Carlos Ribeiro,Q520549,geologist,science|writer
286732,Q1043190,Carlos Ribeiro,Q3621491,archaeologist,science|writer
286737,Q11569626,Junkichi Katayama,Q169470,physicist,science|writer
286753,Q437675,Jane Ellen Harrison,Q4773904,anthropologist,science|writer
286761,Q60498590,Anton Podkrajšek,Q188094,economist,science|writer
286762,Q42301646,Christine Hardt,Q84315233,textile scientist,science|writer
286765,Q283400,Thomas George Montgomerie,Q901402,geographer,science|writer
286766,Q283400,Thomas George Montgomerie,Q294126,land surveyor,science|writer
286767,Q283400,Thomas George Montgomerie,Q11900058,explorer,science|writer
286768,Q1288047,Eduard Bonnell,Q1231865,pedagogue,science|writer
286773,Q55762185,Louis Cortambert,Q901402,geographer,science|writer
286775,Q81195994,Joseph Roux,Q10295465,hydrographer,science|writer
286778,Q21166594,George Moore,Q294126,land surveyor,science|writer
286780,Q931272,Hermann Schapira,Q170790,mathematician,science|writer
286783,Q55015773,Giuseppe Bendiscioli,Q3055126,entomologist,science|writer
286784,Q34037677,Adolphe Duchalais,Q3621491,archaeologist,science|writer
286790,Q1947864,Moritz Becker,Q3055126,entomologist,science|writer
286792,Q517936,George Bennett,Q350979,zoologist,science|writer
286793,Q517936,George Bennett,Q2374149,botanist,science|writer
286796,Q55193314,Albrecht Ritter,Q13416354,mineralogist,science|writer
286805,Q60816716,Gustav Johann Lang,Q10872101,anatomist,science|writer
286807,Q1793048,Eyvind Lambi,Q11900058,explorer,science|writer
286814,Q1478049,Wawrzyniec z Raciborza,Q11063,astronomer,science|writer
286815,Q1478049,Wawrzyniec z Raciborza,Q170790,mathematician,science|writer
286817,Q21522935,C.H. Phadke,Q2374149,botanist,science|writer
286829,Q56855719,William Gunn,Q520549,geologist,science|writer
286831,Q905629,Carl Axel Arrhenius,Q593644,chemist,science|writer
286849,Q60835101,Friedrich Benjamin d' Anières,Q170790,mathematician,science|writer
286865,Q220230,Jean-Hippolyte Michon,Q4773904,anthropologist,science|writer
286866,Q220230,Jean-Hippolyte Michon,Q3621491,archaeologist,science|writer
286867,Q21523277,Richard Chandler Alexander Prior,Q2374149,botanist,science|writer
286882,Q55016974,Charles James Stewart Bethune,Q3055126,entomologist,science|writer
286885,Q927871,Gerard de Jode,Q1734662,cartographer,artist|science|writer
286901,Q19559818,John Scott,Q10272925,agricultural engineer,science|writer
286906,Q15057949,Josef Florian Vogl,Q520549,geologist,science|writer
286907,Q2529631,Ludwig Riedel,Q2374149,botanist,science|writer
286908,Q809420,Barthélemy-Prosper Enfantin,Q188094,economist,science|writer
286923,Q6235919,John Graeffer,Q2374149,botanist,science|writer
286924,Q5622753,Daniel Djurberg,Q901402,geographer,science|writer
286927,Q21609255,Paolo Spadoni,Q2374149,botanist,science|writer
286930,Q98520516,Willem Jacob van Campen,Q1734662,cartographer,artist|science|writer
286931,Q98520516,Willem Jacob van Campen,Q294126,land surveyor,science|writer
286949,Q3107217,Giovanni Girolamo Sbaraglia,Q10872101,anatomist,science|writer
286952,Q18945075,Bartolomeo Intieri,Q1781198,agronomist,science|writer
286967,Q11878700,Emilie Fryšová,Q1231865,pedagogue,science|writer
286968,Q11878700,Emilie Fryšová,Q12347522,ethnographer,science|writer
286969,Q108815,Salomon Alberti,Q10872101,anatomist,science|writer
286973,Q20161711,Charles Barberet,Q901402,geographer,science|writer
286975,Q84729383,John William Elwes,Q520549,geologist,science|writer
286983,Q2959908,Charles Nicholas Aubé,Q3055126,entomologist,science|writer
286989,Q17364330,Gaspar de la Barrera Chacón Ruiz,Q126236,conquistador,science|writer
286996,Q8013504,William Jameson,Q2374149,botanist,science|writer
286997,Q6193505,Mårten Strömer,Q11063,astronomer,science|writer
286998,Q6193505,Mårten Strömer,Q170790,mathematician,science|writer
286999,Q6193505,Mårten Strömer,Q3055126,entomologist,science|writer
287013,Q3142763,Nicholas Marcellus Hentz,Q350979,zoologist,science|writer
287014,Q3142763,Nicholas Marcellus Hentz,Q3055126,entomologist,science|writer
287015,Q3142763,Nicholas Marcellus Hentz,Q17344952,arachnologist,science|writer
287017,Q94578567,Gregor Lainix,Q1231865,pedagogue,science|writer
287030,Q109340,Martin Websky,Q13416354,mineralogist,science|writer
287056,Q3099938,Gaëtan de Tiène,Q169470,physicist,science|writer
287075,Q16944148,Charles Hockin,Q593644,chemist,science|writer
287077,Q77791544,Guillem Despuig,Q16031530,music theorist,science|writer
287082,Q1289874,Eduard Schott,Q18576582,metallurgist,science|writer
287085,Q94792008,Johann Gottsched,Q2310145,meteorologist,science|writer
287090,Q11686429,Antoni Krygowski,Q169470,physicist,science|writer
287094,Q3262702,Louis Michel François Doyère,Q864503,biologist,science|writer
287095,Q3262702,Louis Michel François Doyère,Q1781198,agronomist,science|writer
287096,Q3262702,Louis Michel François Doyère,Q350979,zoologist,science|writer
287097,Q23581993,Franciscus Monachus,Q901402,geographer,science|writer
287098,Q20804482,James Cash,Q350979,zoologist,science|writer
287099,Q20804482,James Cash,Q16334507,bryologist,science|writer
287122,Q161615,Adam Gottlob Schirach,Q1781198,agronomist,science|writer
287127,Q3810463,José Joaquín Ortiz,Q1231865,pedagogue,science|writer
287134,Q21634426,Auguste Beaumier,Q11900058,explorer,science|writer
287139,Q21608418,Johannes Augustin Schramm,Q2374149,botanist,science|writer
287145,Q98848014,Friedrich Königsberger,Q170790,mathematician,science|writer
287146,Q22691350,Nicolaus Beusser,Q170790,mathematician,science|writer
287149,Q29347634,Gioacchino Battista Beretta,Q18931911,theorist,science|writer
287164,Q20752381,Jean-Baptiste Croizet,Q1662561,paleontologist,science|writer
287165,Q1385980,Jules Paul Benjamin Delessert,Q2374149,botanist,science|writer
287177,Q6238822,John Henry Haynes,Q4773904,anthropologist,science|writer
287178,Q6238822,John Henry Haynes,Q3621491,archaeologist,science|writer
287182,Q6536139,Lewes Roberts,Q188094,economist,science|writer
287183,Q22962472,Hermann Blodig,Q188094,economist,science|writer
287185,Q3262073,Louis Graves,Q2374149,botanist,science|writer
287186,Q3262073,Louis Graves,Q3621491,archaeologist,science|writer
287195,Q3170567,Jean Baptiste Lucien Buquet,Q3055126,entomologist,science|writer
287198,Q513612,Benjamin Gaillon,Q2374149,botanist,science|writer
287206,Q21096543,Félix Delhasse,Q2306091,sociologist,science|writer
287208,Q29073392,Johann Hecker,Q11063,astronomer,science|writer
287215,Q100146795,Elizabeth Harrison,Q3140857,horticulturist,science|writer
287216,Q105791,Karl Russ,Q1225716,ornithologist,science|writer
287218,Q55029246,Hieronymus von Duisburg,Q3055126,entomologist,science|writer
287242,Q95465269,Franciscus Schirmer,Q1231865,pedagogue,science|writer
287248,Q18221255,Jacob Becker,Q17488316,prehistorian,science|writer
287250,Q65884,Sebastian Virdung,Q16031530,music theorist,science|writer
287253,Q8505151,Adolf Kriegs-Au,Q188094,economist,science|writer
287254,Q104099616,Nicolas Gobet,Q593644,chemist,science|writer
287257,Q431485,Joseph-Nicolas Delisle,Q1734662,cartographer,artist|science|writer
287258,Q431485,Joseph-Nicolas Delisle,Q11063,astronomer,science|writer
287271,Q32832490,Jean-Pierre Maunoir,Q10872101,anatomist,science|writer
287272,Q872815,Jaromír Čelakovský,Q1231865,pedagogue,science|writer
287282,Q85757,Johann Holetschek,Q11063,astronomer,science|writer
287291,Q2110471,Augustus Mongredien,Q188094,economist,science|writer
287295,Q18418596,Isidoro Cabanyes,Q901,scientist,science|writer
287305,Q3471132,Samuel Goodenough,Q2374149,botanist,science|writer
287314,Q21610842,Giuseppe Tommaselli,Q2374149,botanist,science|writer
287317,Q95296522,Joachim °Akerman,Q593644,chemist,science|writer
287339,Q5902257,Horace William Wheelwright,Q1225716,ornithologist,science|writer
287344,Q817749,Benjamin Wilson,Q901,scientist,science|writer
287345,Q817749,Benjamin Wilson,Q169470,physicist,science|writer
287346,Q313273,Álvaro de Mendaña de Neira,Q11900058,explorer,science|writer
287349,Q122541,Karl von Jan,Q16031530,music theorist,science|writer
287353,Q124428,John Sutter,Q11900058,explorer,science|writer
287354,Q1231575,Charles Étienne Louis Camus,Q11063,astronomer,science|writer
287355,Q1231575,Charles Étienne Louis Camus,Q169470,physicist,science|writer
287356,Q1231575,Charles Étienne Louis Camus,Q170790,mathematician,science|writer
287360,Q2784660,Sirāj al-Dīn Maḥmūd ibn Abī Bakr Urmawī,Q901,scientist,science|writer
287369,Q13422833,Eugen Wolf,Q11900058,explorer,science|writer
287370,Q3266230,Ludwig Imhoff,Q3055126,entomologist,science|writer
287384,Q1450397,Karl Völker,Q1231865,pedagogue,science|writer
287391,Q14946414,Christoph Jezler,Q169470,physicist,science|writer
287392,Q14946414,Christoph Jezler,Q170790,mathematician,science|writer
287393,Q4741788,Ambrose Godfrey,Q593644,chemist,science|writer
287416,Q17318183,Francisco António Ciera,Q1734662,cartographer,artist|science|writer
287417,Q17318183,Francisco António Ciera,Q170790,mathematician,science|writer
287421,Q21516887,Jakob(Jacob) Jäggi,Q2374149,botanist,science|writer
287428,Q9614008,Andrew Gray,Q169470,physicist,science|writer
287429,Q9614008,Andrew Gray,Q170790,mathematician,science|writer
287431,Q62670,Heinrich Göppert,Q1662561,paleontologist,science|writer
287432,Q62670,Heinrich Göppert,Q2374149,botanist,science|writer
287434,Q18197287,Gabriel Charmes,Q11900058,explorer,science|writer
287460,Q7786875,Thomas A. Greene,Q520549,geologist,science|writer
287471,Q3044483,Demetrios Chrysoloras,Q11063,astronomer,science|writer
287496,Q6187782,Aksel Steen,Q2310145,meteorologist,science|writer
287497,Q6218266,John Addison Porter,Q593644,chemist,science|writer
287501,Q1462417,Friedrich Strack,Q1225716,ornithologist,science|writer
287507,Q1122065,Jenő Kunz,Q188094,economist,science|writer
287516,Q53506510,John Eduard Schödler,Q864503,biologist,science|writer
287522,Q12104313,Jean-Baptiste d'Audiffret,Q901402,geographer,science|writer
287532,Q55102337,Georg August Thieme,Q170790,mathematician,science|writer
287533,Q55102337,Georg August Thieme,Q520549,geologist,science|writer
287534,Q55102337,Georg August Thieme,Q13416354,mineralogist,science|writer
287554,Q21513159,Johann Carl Fischer,Q2374149,botanist,science|writer
287580,Q707186,Joseph Wharton,Q901,scientist,science|writer
287581,Q707186,Joseph Wharton,Q18576582,metallurgist,science|writer
287597,Q27886275,Possidius Zitter,Q1231865,pedagogue,science|writer
287612,Q5786924,Olof Hammarsten,Q2919046,biochemist,science|writer
287613,Q13520199,John Treadwell,Q11900058,explorer,science|writer
287620,Q42838,Leif Erikson,Q11900058,explorer,science|writer
287623,Q106833560,As'ad al-Shaddudi,Q170790,mathematician,science|writer
287628,Q47476773,C.-Antoine Brizé-Fradin,Q593644,chemist,science|writer
287635,Q21514205,Ottavio Grampini,Q2374149,botanist,science|writer
287656,Q19841153,"Maximilien van Hangest-Genlis, dit d’Yvoy",Q1734662,cartographer,artist|science|writer
