,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation,meta_region
2489,Q39837,Averroes,re_arabic_world,Arabic world,1126.0,astronomer | philosopher,non_europe
2453,Q5847266,Ibn Duqmaq,re_arabic_world,Arabic world,1349.0,historian,non_europe
2584,Q3043486,Sultan Walad,re_arabic_world,Arabic world,1226.0,philosopher,non_europe
2749,Q61056,al-Maʾmun,re_arabic_world,Arabic world,786.0,geographer,non_europe
2617,Q16118116,Yaḥyā Ibn-Ziyād Farrāʾ,re_arabic_world,Arabic world,761.0,astronomer | linguist,non_europe
2521,Q12178189,Ibn ʿAqil,re_arabic_world,Arabic world,1298.0,linguist,non_europe
2573,Q2846653,Ibn Faradi,re_arabic_world,Arabic world,962.0,historian,non_europe
2278,Q5791819,Cristobal Lechuga,re_arabic_world,Arabic world,1557.0,mathematician,non_europe
2416,Q12227970,Ibn Yunus Nabati,re_arabic_world,Arabic world,1389.0,philosopher,non_europe
2494,Q1061624,Chananel ben Chushiel,re_arabic_world,Arabic world,990.0,theologian,non_europe
2810,Q357940,Dunash ibn Tamim,re_arabic_world,Arabic world,890.0,astronomer,non_europe
2761,Q270670,Abraham ibn Ezra,re_arabic_world,Arabic world,1092.0,astronomer | philosopher,non_europe
2503,Q251259,Ibn Tufayl,re_arabic_world,Arabic world,1110.0,philosopher,non_europe
2681,Q3147455,Ibn Masarra,re_arabic_world,Arabic world,883.0,philosopher,non_europe
2874,Q3719891,Al-Hasan ibn 'Ali al-Barbahari,re_arabic_world,Arabic world,867.0,theologian,non_europe
2878,Q3389798,Martin of Leon,re_arabic_world,Arabic world,1130.0,philosopher,non_europe
2603,Q2277088,Niftawayh,re_arabic_world,Arabic world,858.0,linguist | historian,non_europe
2374,Q3646767,Mustafa Âlî,re_arabic_world,Arabic world,1541.0,historian,non_europe
2484,Q307665,Abd Allah ibn al-Zubayr,re_arabic_world,Arabic world,624.0,theologian,non_europe
2513,Q1378989,Eutychius of Alexandria,re_arabic_world,Arabic world,877.0,historian,non_europe
2630,Q369690,Ibn Kathir,re_arabic_world,Arabic world,1301.0,historian,non_europe
2424,Q5984319,Ibn al-Wardi,re_arabic_world,Arabic world,1290.0,botanist | zoologist | historian | geographer,non_europe
2745,Q217915,Piri Reis,re_arabic_world,Arabic world,1470.0,geographer,non_europe
2566,Q1299570,Ibn Zafar,re_arabic_world,Arabic world,1104.0,philosopher | political scientist,non_europe
2607,Q1238067,Muhammad ibn Yūsuf al-Warrāq,re_arabic_world,Arabic world,904.0,geographer | historian,non_europe
2541,Q55997606,Ibn al-Uqlishi,re_arabic_world,Arabic world,1097.0,linguist,non_europe
2529,Q20383681,Abu al-Qassim al-Amidi,re_arabic_world,Arabic world,905.0,linguist,non_europe
2856,Q4703267,Al-Suhayli,re_arabic_world,Arabic world,1114.0,theologian,non_europe
2567,Q3875793,Husam al-Din Chalabi,re_arabic_world,Arabic world,1225.0,theologian,non_europe
2407,Q1567837,Ibn Abi Ishaq,re_arabic_world,Arabic world,650.0,linguist,non_europe
2641,Q3308706,Ibn al-Wafid,re_arabic_world,Arabic world,997.0,botanist,non_europe
2620,Q26215542,Kamal al-Din bin Younis,re_arabic_world,Arabic world,1156.0,astronomer | chemist | mathematician,non_europe
2915,Q18397639,Mūsá ibn ʻUqbah,re_arabic_world,Arabic world,674.0,historian,non_europe
2879,Q615555,Hamza ibn Ali ibn Ahmad,re_arabic_world,Arabic world,985.0,theologian,non_europe
