,wikidata_id,individual_name,region_code,region_name,birthyear,meta_occupation,meta_region,meta_region_name
7841,Q6257298,Olof Örnehufvud,re_nordic_countries,Nordic countries,1600.0,geographer,europe,Nordic countries
7946,Q748553,Jesper Swedberg,re_nordic_countries,Nordic countries,1653.0,theologian,europe,Nordic countries
7995,Q4393221,Johan Gustaf Renat,re_nordic_countries,Nordic countries,1682.0,geographer,europe,Nordic countries
8314,Q353693,Christopher Polhem,re_nordic_countries,Nordic countries,1661.0,physicist | mathematician,europe,Nordic countries
8334,Q2589657,Paulus Juusten,re_nordic_countries,Nordic countries,1516.0,historian,europe,Nordic countries
8394,Q692994,Henric Benzelius,re_nordic_countries,Nordic countries,1689.0,theologian,europe,Nordic countries
8395,Q5818629,Peder Jacobsen Hygom,re_nordic_countries,Nordic countries,1692.0,theologian,europe,Nordic countries
8402,Q5625276,Anders Gabriel Duhre,re_nordic_countries,Nordic countries,1680.0,mathematician,europe,Nordic countries
8546,Q6167895,Karl Ludvig von Schantz,re_nordic_countries,Nordic countries,1681.0,archeologist,europe,Nordic countries
8615,Q13565189,Charlotta Frölich,re_nordic_countries,Nordic countries,1698.0,historian | botanist | physicist,europe,Nordic countries
8752,Q292974,Ólafur Gíslason,re_nordic_countries,Nordic countries,1691.0,theologian,europe,Nordic countries
8776,Q5908725,Petrus Svenonis Kihlman,re_nordic_countries,Nordic countries,1629.0,theologian,europe,Nordic countries
8890,Q5785780,Cornelius Hamsfort the Younger,re_nordic_countries,Nordic countries,1546.0,historian,europe,Nordic countries
8966,Q5627060,Jordan Edenius,re_nordic_countries,Nordic countries,1624.0,theologian,europe,Nordic countries
9128,Q3360719,Erik Pontoppidan the elder,re_nordic_countries,Nordic countries,1616.0,theologian | linguist,europe,Nordic countries
9136,Q335614,Thormodus Torfæus,re_nordic_countries,Nordic countries,1636.0,historian,europe,Nordic countries
9277,Q5783620,Laurentius Jonæ Halenius,re_nordic_countries,Nordic countries,1654.0,theologian,europe,Nordic countries
